citing_docdb_family_id,cited_docdb_family_id
38779043,33441310
39263105,33441310
39313563,33441310
39314392,33441310
39719400,33441310
40175880,33441310
41203501,33441310
41509748,33441310
42040440,33441310
43386192,33441310
44143814,33441310
34975926,33514968
43836825,33514968
34962866,33547553
38814486,33547553
41011978,33547553
43598138,33547553
43608613,33547553
44366930,33547553
19189473,33550055
34650813,33550055
36998545,33550055
38998346,33550055
39263105,33550055
39673853,33550055
40135722,33550055
40278951,33550055
40291167,33550055
39868708,33550481
32708399,33562574
35721676,33562574
38517024,33562574
38522930,33562574
38859576,33562574
39431463,33562574
42194246,33562574
38981831,33562780
42196452,33562780
42826314,33562780
27093569,34063455
34737118,34063455
34959687,34063455
37693506,34063455
37873336,34063455
38197650,34063455
38752541,34063455
40074599,34063455
40289430,34063455
40668462,34063455
40795202,34063455
40900786,34063455
41818344,34063455
42222084,34063455
44142074,34063455
34139873,34103166
34908870,34103166
37441907,34103166
38222676,34103166
38283286,34103166
38460983,34103166
38596273,34103166
38895466,34103166
39081588,34103166
40387899,34103166
40588239,34103166
41064642,34103166
42124667,34103166
42222974,34103166
44142068,34103166
44142077,34103166
41162714,34112651
7682248,34129838
26009137,34129838
32321662,34129838
34276543,34129838
37683696,34129838
38459040,34129838
38517025,34129838
