docdb_family_id,doc_std_name_id_replenished
46302938,3916373
42730072,3920137
39401353,3937024
42987695,3953587
38197650,3953587
41258359,3953587
36407933,3966677
37441907,3966677
37491216,3996461
41134545,5099380
39590397,5105269
38895466,5107531
38517025,5120134
40518527,5120134
42223651,5200257
42222089,5200257
42222088,5200257
42222960,5200257
42231274,5200257
42222084,5200257
42231270,5200257
42231273,5200257
42231275,5200257
42222081,5200257
42222091,5200257
42223598,5200257
42231272,5200257
42222082,5200257
42222962,5200257
42222973,5200257
42230231,5200257
42222966,5200257
42222090,5200257
42222086,5200257
42223547,5200257
42222958,5200257
42222078,5200257
42222969,5200257
42222093,5200257
42231271,5200257
42222970,5200257
42231279,5200257
41064509,6711203
42984058,6711203
41064642,6711203
42244507,6711203
38134496,6738306
38283286,6738306
43124655,8236800
32708399,8283468
41682710,8349191
35514093,9805636
35809647,9805636
29715422,9865318
38962528,11051225
39156541,10280566
44143113,11545664
39668209,11545664
43356786,12942728
39943147,13014549
41051107,13070972
36933610,14854400
40874086,14854400
34936138,14858041
44142077,14860560
44143116,14869411
45022290,17880870
7682117,17970894
40639923,18041781
41572690,18041781
40637575,18041781
40792049,18041781
35727139,359348
39530965,1902404
42282582,1904247
42145313,1916973
32735561,1916973
43843077,1919499
26055277,3550483
41797542,3582599
38625329,4578309
43411758,4583548
9953844,6185902
34399758,6270431
43003465,6270431
27532070,6277101
39863777,6282905
37491216,7372290
41091022,11590709
41797542,9152810
29719109,9215564
40032634,9243579
33514968,10879427
33515012,10879427
42309940,10885950
42106341,10885950
38459040,10885950
42309913,10885950
40406267,10885950
42633548,10885950
41433796,10885950
41668785,10885950
40795199,10885950
42935828,10885950
38517025,10949251
40518527,10949251
41508080,10982463
38519700,10985235
44143128,11005806
44143131,11005806
44858388,14612924
37865899,14618642
37865899,14618642
40588239,14685819
33186211,16478062
43969832,16522018
43992121,16581720
8160449,17287885
41800810,18085470
42710056,18088348
34063455,18137942
41511245,18210005
38657257,18214045
35799306,18214045
38519700,18214045
40591372,18224542
39204124,1002106
42222093,1007094
38779043,1077705
43902831,1111124
43992121,1127378
39536770,4094862
42665802,4165374
43496601,4165374
33417860,5320841
26918424,6884181
39668209,6979527
37482521,7099700
40774967,7099898
40220839,8826890
38198255,9977110
37622008,9982832
42184110,10007007
27393500,13218492
44143115,14698807
44307305,14721223
7682117,14745618
39262998,14745618
38261594,14745618
26009718,14777958
42194246,14820396
42230232,14833317
38787027,16070294
36928256,16070294
38001770,16070294
39717819,16070294
37669295,16070294
36147049,16070294
39543051,16233136
44652096,16233136
40030902,17725173
40718043,17726712
43243047,17728911
29583721,17759338
41198808,1217766
42222089,1239312
7692180,1311042
35079345,1332059
34935212,1380158
43027651,2663422
44187794,2729977
40278957,2737904
34959687,4275839
39401353,4276102
39106077,4455807
34753150,6008872
42032723,6031367
39667111,7163673
33562574,7197076
36933610,7201420
43992142,7236077
38198827,7256543
37011542,8922180
44858388,8941688
44196243,8911590
42231271,9056829
39156248,9056831
42167470,10165714
44065541,10177079
42826314,10177079
27419396,10187959
44063760,10190882
44560162,10194214
35136612,10344629
42225458,11792211
42073164,11792211
34139873,11792211
43608895,11794940
42223598,11828566
33514968,11853537
42059741,11863868
44143144,11896265
44063760,11896265
33427410,13379291
40289430,13379610
38222676,13404368
41198808,13498549
25275303,17326180
32042844,17326180
43262612,17531944
34957948,17531944
40387899,17531944
40954403,17531944
39708012,17531944
39536770,17531944
40075573,17531944
39027518,17531944
40951361,17535399
41722748,17562100
8094193,17576902
8096781,4100029
34970368,17647515
33039099,17649795
43618115,17697498
41818344,17697498
40044086,17697498
42034524,17697498
40535004,17697498
45003479,838942
44303565,838942
44353095,838942
43386192,838942
43603043,838942
43411402,857632
42130469,912749
40337402,5669945
44560164,5852176
41198808,5880112
38807850,5738978
39667111,8451943
40548680,8512472
38776817,8512472
41203656,8563149
44143814,11131991
44143124,11131991
41011945,11131991
38935921,12303492
33417860,14088417
40019714,14181520
36729332,14223006
40578113,14243807
43027651,14243807
40623863,15759078
39926152,15770909
39338983,15846122
42174574,17141869
7647085,17305704
42663870,17306706
43843077,17306706
44482612,18690184
43353624,18881040
43827370,18889181
44597066,1446310
35458772,1545557
44142075,1569018
40560639,1587984
37441907,1610387
38923515,3741317
32092555,3764848
38515503,4907559
44355105,4921856
42984058,6526053
35787015,6658478
44151371,6664419
44257962,6664419
43503075,7962445
42223547,8005668
34753150,99271783
38761231,8042233
37571844,8160224
32708399,18669697
38923515,8167201
40278951,9554737
39674533,9599577
42979413,11282412
44560164,11401069
32829013,11403932
44475868,11404160
40911967,12516085
41057625,12542131
43586700,12542464
42315657,14297449
33514968,8742283
33515012,8742283
41716942,15887209
41716934,15887209
34854339,15896817
35432892,15952793
39311311,16023586
40467344,16023586
38566895,16023586
32519827,16023586
40548247,16028390
38654935,16042952
38335742,16042952
40227621,16042952
41426352,16042952
42197712,16042952
38577937,16042952
42040440,16042952
38998346,16042952
40850776,16042952
38003906,17436236
25050770,17477822
43222813,19073545
43827370,19095501
43450105,405400
42341746,407909
41112648,470681
38198827,477773
41567276,485796
8498094,554695
42315657,349425
40042769,359348
40263300,359348
37637522,359348
38566895,359348
40493752,359348
42184116,359348
35998481,359348
35482128,359348
42124481,359348
39986215,359348
38286555,1863068
42223602,3471577
7882388,3504123
43499617,3554163
44143104,3579630
40387779,4460318
8159301,6108237
43627428,7344533
38517026,7366783
28799100,9131469
28799102,9131469
28799101,9131469
32864376,9131469
32864375,9131469
29285673,9131469
40795198,10885950
7648210,10932045
40337402,10967542
39645219,10977742
38846415,11001724
42039710,14558910
44196243,14558910
8092632,14595967
32321662,14658095
37481288,16471379
38517026,16494443
38051815,16610034
38514238,16610034
42562035,18192148
39344637,18198560
40951361,18221954
35452679,18223628
36096722,18224517
42831082,18225098
38564006,1126368
41566520,1134338
39930325,2357756
41162692,2460550
29415152,4197523
29715422,99638901
34681755,99638901
37665466,5344375
44560164,5344375
44081267,5344375
40278957,5398565
42196455,6895055
43755971,6949070
44065883,7085392
34909985,8682739
18913892,8692009
41508955,8771662
38286555,8771662
36764595,8771662
27393500,9965436
36869917,9977110
43446815,9910980
38565885,11615852
34753150,98940946
34941101,13168233
40456345,13168233
35514093,13168233
38596273,13168233
40456174,13168233
41203501,13168233
38283286,13168233
38134496,13168233
37074201,13168233
34941028,13168233
36118067,13168233
36118097,13168233
41800810,13220256
43992142,14721219
40352709,14786347
38515461,14786347
36869906,14808094
43382750,14811458
37011542,14820396
42222078,14833317
42222084,14833317
43779451,14833316
38515503,16180226
44142074,17737544
42266386,17759337
42981099,17759337
26246824,17876850
43534956,2239558
9957992,3936032
38222676,3947909
42231270,4017268
37310392,5070380
34429593,5070380
39167923,5070375
37693506,5101810
41718846,5102545
42084581,5102545
40521549,5105269
39943147,5120152
41066590,5200257
32771011,5200257
41064642,5200257
44143117,5200257
44143144,5200257
35514093,5200257
32771043,5200257
41259894,5200257
44142077,5200257
42231278,5200257
44081267,5200257
34063455,5200257
44142069,5200257
39462164,5200257
41010297,5200257
41509748,5200257
41559702,5200257
41010469,5200257
42223602,5200257
41203501,5200257
37027500,5200257
40265972,5200257
41090371,5200257
40901771,5200257
29264853,5200257
41010471,5200257
36764595,5200257
38261594,5200257
44143104,5200257
38015725,5200257
40283433,5200257
44142084,5200257
41011978,5200257
35513109,5200257
41161329,5200257
40278632,5200257
34941028,5200257
40032691,5200257
44142068,5200257
38286555,5200257
37074201,5200257
41314521,5200257
34194910,5200257
7710172,5200257
44142081,5200257
40666742,5200257
37672449,5200257
44143131,5200257
39262998,5200257
44143120,5200257
34958415,5200257
35514092,5200257
35455150,5200257
40032634,5200257
43598138,5200257
42223610,5200257
42231268,5200257
44143116,5200257
39668209,5200257
43928279,5200257
42072911,5200257
29731844,5200257
41010423,5200257
38197650,5200257
34259111,5200257
44143815,5200257
38134496,5200257
37311884,5200257
38283286,5200257
43608629,5200257
41511245,5200257
42224566,5200257
40278951,5200257
41066699,5200257
44520504,5200257
38761231,5200257
41467148,5200257
28050789,5200257
35809647,5200257
39593610,5200257
42987695,5200257
44143115,5200257
44142076,5200257
7682117,5200257
35840322,5200257
40362369,5200257
40456174,5200257
38596273,5200257
38118934,5200257
41668280,5200257
34926988,5200257
41258359,5200257
29796368,5200257
44143128,5200257
44505361,5200257
39092242,5200257
42244507,5200257
39865622,5200257
41066610,5200257
41259854,5200257
39263105,5200257
37441907,5200257
7696219,5200257
41818344,5200257
41162692,5200257
28798968,5200257
34941101,5200257
38996209,5200257
40472916,5200257
39543051,5200257
43902831,5200257
36407933,5200257
40456345,5200257
43708926,5200257
37693506,5200257
35005063,5200257
42289039,5200257
39760227,6748022
39263105,6767439
44082210,6767439
42184116,6810842
34192527,6831667
41058836,6847282
18130821,6849687
44143122,8363845
41091022,8393419
33515012,8393419
33514968,4915317
33515012,4915317
42184116,9863107
37481288,11426970
43386192,11443224
40380151,11474445
44560162,11596070
42338723,12939598
40030902,12939598
40588239,12943474
42223598,13025118
42124667,14844466
35355814,14858041
35448152,14858269
37663118,14858269
32694867,14858269
44355105,14973613
40503817,16441948
42316511,17880437
28798968,485796
7696219,485796
7696033,485796
35841849,485796
38814486,485796
40605235,485796
36940041,17987402
41797542,18020913
40019140,1265371
43734564,1278822
41652203,1363117
43496816,1371962
29265837,2663648
39156248,2664519
40387779,2753115
40626084,4270706
37649471,5914035
39314392,5924427
34672716,5958134
41008932,5992750
40260118,6031367
38003906,6109554
44353095,7129997
44366931,7194594
38805602,9058772
39590878,9058772
36998545,10162415
41460120,10165714
39493537,10165714
41401822,10165714
32668617,10165714
34778141,10165714
37885832,10165714
44143144,10190882
44858388,10190882
44143116,10194214
28799100,10185765
28799102,10185765
28799101,10185765
29285673,10185765
32864376,10185765
32864375,10185765
37693506,10323740
39593610,10323740
38197650,10323740
37672449,10323740
38069075,11808761
35589532,11808761
31187021,11935644
43410512,16628343
34959688,17531944
42613887,17531944
40526746,17531944
39926153,17531944
43379853,17531944
37649471,17531944
35929971,17531944
42811314,17531944
35873125,17531944
43221132,17531944
39808736,17531944
40679038,17531944
42224597,17531944
42184110,17531944
42542693,17531944
42309639,17531944
43302976,17531944
39492648,17531944
44224261,17531944
43027651,17531944
42734802,17531944
39865724,17531944
35809593,17531944
39146855,17531944
40718543,17531944
43125359,17531944
42562384,17531944
40801603,17531944
41056401,17531944
40715459,17531944
40260119,17531944
34959687,17531944
38222469,17531944
37304041,17531944
39364868,17531944
39674533,17531944
38470837,574298
40074599,632301
44187794,639744
42225458,706023
40362369,2072379
39682249,2085178
38309665,99810685
44476629,3953587
42087881,4013838
42026320,4013838
42028093,4013838
33562574,4023532
41513061,4027568
43797857,5102271
43880324,5102271
41668274,5200257
43618115,5200257
41505005,5200257
40381496,5200257
40621357,5200257
40490415,5200257
41508080,5200257
37665466,5200257
42222080,5200257
41572593,5200450
41161365,6711203
34679397,6738303
37023957,6770565
40278951,6795505
42034524,6795506
42103018,6844161
40911967,6847282
42355728,8233064
40503817,8270869
40607009,8353401
39868676,9863107
41051107,9863107
37711833,9889958
39493537,12943489
33426916,12943489
40679038,12943527
37304041,12943527
39020544,12943527
40679039,12943527
39492648,12943527
41064784,13014549
27393500,13075704
44560162,13081523
42222093,14869411
41416405,14894375
42551688,14894375
34990046,14989439
42032723,16300345
38522930,18011046
42356263,18041781
42072911,175096
37668336,260430
40623863,335584
35344643,359348
43497461,1836762
41090371,1850646
42674929,1904247
42194246,1904247
39156541,1920490
39593610,3407219
37873336,3407219
40668462,3407219
36118067,3407219
41505005,3407219
36118097,3407219
43530378,3407219
44858388,3506627
44143128,4600499
42333436,6114966
44081267,6190036
27598276,7347371
26246824,7352322
39267901,9172326
40689521,9244488
43448268,9244488
39415361,9244488
36782307,9244488
37310392,10849768
40951361,10855683
41064784,10949266
44081267,12876951
42084581,14611010
39667111,14660781
33514968,16494270
33515012,16494270
34139873,16502598
40503817,16506477
38134496,18147109
38283286,993534
36928409,993534
34981372,993534
37074201,993534
27393500,99912519
41508955,1046084
35873125,1126368
35809593,1126368
38459383,1126368
41259787,1132753
42338730,1132753
35998481,1133540
29415152,2300932
41631244,2478986
41509748,2478986
35840322,4053057
43588695,4098406
43588696,4098406
42198572,5449834
44140840,6988413
32042844,13271742
40639967,8749280
43598138,8771662
42542992,8847805
28799100,9982832
28799102,9982832
28799101,9982832
32864376,9982832
32864375,9982832
29285673,9982832
38514238,9916478
42542714,10051472
31185862,10055326
38522930,10125468
38875816,10139724
43876520,11633327
43756772,11750442
41707598,13233884
41707599,13233884
42034544,13354509
33550481,14713993
40954403,14725776
40718543,14725776
40621357,14833318
34966536,16083887
44143115,16153713
42289680,16199121
29267358,16211051
37622008,17726184
43534248,17737195
34957948,1236432
42222973,1239285
27093569,11272317
37672449,4441271
43385733,5916519
43032611,5948599
43028578,5948599
37776596,5960209
41090371,6020976
34970368,7149121
40090342,7236449
38517025,7236450
40679036,7247983
43217949,8870951
34429593,10162415
42338730,10185862
25016102,469312
39311312,10309360
39951447,10323740
28050863,10323740
32735561,10323740
42260319,10345295
29271595,11823045
34676769,11945771
41567276,13390578
42196452,13423582
35404798,13495043
42230233,13594309
43416524,15028883
43827370,15029631
41529649,15239874
27532070,16645428
8157165,17531944
42226163,17531944
40824788,17531944
41717370,17531944
43411505,17531944
43857205,17531944
43759729,17531944
42060164,17531944
40521549,17531944
42231272,17553366
42237420,17568390
27220727,17576905
42987695,17593928
34530405,17639065
8496468,19326873
43126566,813133
43628472,813133
42223651,828209
41066666,911983
39188801,936051
26246824,943812
21780855,2989485
43876520,3142261
41466366,3175966
39865724,3175966
44143115,5812883
40626084,8482236
38813859,11045098
42222088,11124836
39868708,11191957
40472130,12414348
39543051,12414348
41012222,12414348
40472015,12414348
44652096,12414348
34975926,12440997
43607257,14152960
43410512,14191940
43379853,15696577
39943147,15743889
38309665,15827309
43605994,17207214
42056602,17207214
28050790,17305704
44142074,18675661
44798101,18675661
39930552,18822450
38515503,18822450
43355993,18822803
42355728,18922819
41064784,18986991
41416405,1407002
40785431,1462270
40691046,1462270
42166017,1462501
35005063,1479677
29731844,1479677
32771043,1479677
40263300,1514645
41529649,1517164
9957992,1561556
43495843,1544795
42979413,1544795
35344643,1587984
8097738,1615443
42783193,3602503
44143117,3116826
46328751,3640784
46328717,3640784
37672449,3705117
39719277,4857807
35589532,4907559
38517026,4914319
34753150,99568452
34753150,4949738
35721676,4999284
39667111,4999284
38515503,4999284
39968842,4999284
38517026,4999284
33562574,4999284
38859576,4999284
42222082,6503110
42222081,6503110
43755971,6664419
40019714,6688314
44142077,9617277
40032812,9634788
41010423,11304695
41559702,11304695
43857205,11369113
35320281,11403932
44366926,11404184
37187106,12492273
39359107,12516085
38515503,12516085
39968842,12516085
38517026,12516085
38859576,12516085
42244507,12567337
34854339,14373919
44560164,15894540
43243047,15966058
42222091,15976701
42220847,17464485
43525114,17464485
42984058,17485446
41162692,19128238
42222960,19159941
42222090,19159941
41066707,424931
40538868,431479
39926153,431522
39926152,431522
39926154,431522
41478713,433388
32829013,447005
26055277,457432
8498094,554694
39868708,2799794
35746213,3370727
42670647,2807460
21907529,2807461
35799306,2807461
26918424,2807461
39768621,2858021
44142077,2919247
34746184,5515131
40380151,5600673
39156248,5646111
39868708,5652895
24942667,99290343
24942667,9180179
8160449,10466571
41129212,10471203
41091022,12157628
37571844,12229043
40352713,12229043
35355814,13880253
43608613,13880253
39719400,13880253
34559138,13880253
36940041,13880253
41572383,13880253
36869906,13880253
38170014,13880253
41513061,13880253
40775156,13880253
37114539,13880253
37571844,13968446
42732855,13968446
37663118,13968446
38752541,13968446
34558188,13970310
40289430,14001993
7961146,14026158
44475867,15607623
40075573,15646781
42073949,15646781
44081269,15688376
44187794,16993411
34935212,17044632
43379853,17046760
43586700,17046760
44257962,17081278
34353399,359349
35874460,360120
42220847,1904247
43525114,1904247
40668462,1989759
43530378,1989759
34966536,2040069
42077869,4598911
42195532,4598911
42224566,4605144
34957948,6109996
36407933,6148712
37441907,6148712
40337402,6151284
42072828,6168274
38515805,6168274
40175879,6168274
39364044,6168274
42732855,6168274
40352713,6168274
39356556,6168274
38515461,6168274
40175880,6168274
26246824,7315188
27741484,7352320
32321662,16418535
44011948,9113596
42931934,9222781
42990126,9244488
43534248,10885950
35721676,10886517
38517026,10886517
43605994,10886517
42056602,10886517
39577397,10910215
43836825,12717629
40220839,12779748
43497461,12836501
25050770,14584220
38222676,14618642
40602351,16598932
34194910,16607553
37402106,16610034
42663870,18083989
42779530,18083989
43843077,18083989
40384198,18102069
40548680,18102069
42562035,18126414
36407933,18138120
42237420,18142551
42289039,18147107
44341841,18190440
38739430,600073
41057625,2078235
26246824,2117711
43379853,2127780
42101840,3844948
26783507,99666361
40298698,3947909
38015549,5104959
42084581,5108078
41718846,5108078
42781597,5105269
40600122,5105269
41066590,5125533
40382350,5130467
40721861,5130467
38197650,5149458
40419027,5185043
7647085,5200257
35874460,5200257
38995149,5200257
42979413,5221850
39852174,6743569
42941953,6743569
37011542,6701099
40472130,8249635
41162714,8249635
41012222,8249635
40472015,8249635
37074201,8249635
40591902,8249635
42230233,8249635
35787015,8304643
7925269,9780303
42073700,9789694
37027500,9805635
27532070,11426970
41091022,11590709
33514968,11590709
40469918,11596069
29731844,11600836
43416524,12977444
42562035,13042318
42222082,13081520
44708737,13100025
39645840,14866885
28050863,14874108
40074827,14973613
42338723,16289083
40567848,16289083
39304522,16350675
42034544,17919307
7634034,17970894
43734403,18010020
40679036,18029365
41797542,1013760
42222089,1044318
43217718,1135067
40792049,1156515
43530378,2311929
37022124,2455024
29583721,4164958
40291167,4165570
39868708,4165570
41094440,4165570
40032812,4165570
38962000,4165570
29715422,4209666
33427410,5307138
43796282,5399290
42119755,5429696
40075573,5449834
34679397,6884181
33435055,6981125
33514968,14491300
33515012,14491300
43992133,8727049
43778525,8727049
43385733,8785391
42668460,8824610
40591965,8825055
43734564,8842638
31984389,8863756
39463899,9957789
43426895,10128505
42145313,11673795
7680654,11680085
29720179,11725880
32771011,13168232
37402106,13168232
43382750,13216609
32042844,7068005
42084581,13312495
37888154,14430791
34962866,14430791
35789234,14717941
40042779,14795945
38162135,14799401
42222958,14833318
37560923,14843595
38669878,16070294
37693506,17727437
36407933,17846741
40936293,17857669
38255293,17857669
40042769,17857669
40075574,1229528
39855033,1229528
41066590,1239285
41668280,1239285
41509748,1239285
39943147,1263339
43854229,2663882
42224495,2663882
40260119,2663882
40626084,4270660
41682710,4317936
42231273,5916519
42260376,5932612
41460120,6029979
42226163,6031367
38608871,6110027
34737118,7124125
33514968,7188459
33515012,7188459
42222093,8869107
20417849,8888636
25522816,99193589
42734802,8903454
43627428,8921010
27598276,9010475
38515503,9015121
42056602,17878408
37683696,10162415
41064784,10228397
42937421,10185862
40901314,10186491
43853267,10309360
35853075,10322990
41199707,10325340
40847880,10329621
32829013,599689
41707598,11935117
41707599,11935117
43353624,13387915
38923515,13462142
40260118,17531944
8104813,17531944
43854229,17531962
33426916,17532284
20414778,17583802
40304948,17638987
44140840,19287624
37074201,795772
39719277,15000675
43857205,852628
43876520,912828
38006097,3142096
38517024,5744335
40753500,5789290
41668274,5851708
40076132,5851708
37665466,5851708
40666742,8563150
39462164,8563150
41162714,11073363
40591902,11073363
40074599,12293535
41198682,14087946
44142084,14096374
40790464,14110690
42231270,14131731
34958415,14145289
29796368,14145289
40278978,14145289
38344885,14193412
34355502,4720770
37885832,15806709
43495159,15807432
37669465,15827309
8171034,17163170
43902831,17199646
42286657,18822450
39943147,18986990
39251168,1441795
40186081,1441795
34112651,1545557
40316337,1613716
44482612,3636882
39673853,3636882
44065541,3650820
41682710,3715104
42286472,4907559
39930552,4907559
20279517,99414852
41010471,6601753
42316511,6635069
41058836,6658166
40911967,6658166
42231272,8005668
35452679,8066780
40380151,8076693
40032634,9564196
42237420,9495632
43125771,9595451
43608629,9599401
41136950,9600182
32910021,9601239
39767154,9634831
40387899,9635308
41396141,9725910
42931934,11280494
35787015,11330110
42263363,11404180
44366931,11404160
45003479,11404160
44303565,11404160
38459040,11404160
41416439,11404160
45022290,11404160
19189473,11404160
41412308,11404160
44798101,11404160
44475866,11404160
44340938,11404160
41693018,11404160
40406267,11404160
42633548,11404160
39673853,11404160
40031721,11404160
42059741,11404160
42263364,11404160
44353095,11404160
43123516,11404160
36916479,11404160
39863777,11404160
43297394,11404160
43386192,11404160
42106341,11404160
44142074,11404160
44366927,11404160
40795202,11404160
27532070,11404160
44482612,11404160
40074827,11404160
40074870,11404160
40135722,12547562
40470831,12547563
42970194,12617609
41718846,14297449
40379631,14307421
40291167,14307421
41094440,14307421
40032812,14307421
42231270,14344995
41668274,14456732
44142073,15895623
41203501,15923851
38170014,15986921
29413788,16004772
44647405,16039461
33550481,16039461
42829506,16042952
42668460,16042952
44647405,17407002
43758659,19073544
32321662,19073544
42184110,19105374
9957992,432442
43033465,432763
27659983,470681
40591372,2793131
40228866,2793131
40316337,2871004
32865083,2919370
40026767,2965877
43085385,5608979
42224503,5617709
39204124,5645979
42113917,7657774
43355993,12144976
39364044,12170924
39356556,12170924
35276530,12170924
38776817,12170924
38959662,12170924
39863777,12204794
41693018,12215560
39719400,359348
36940041,359348
41572383,359348
33547553,360120
43598138,360120
40032691,360120
41572593,360120
42335014,1892534
39593610,1916973
41511245,2008233
39530965,2036841
37668336,3448123
44063760,3506627
37671968,3586950
40785550,4523090
42555744,4583549
37668336,4584274
40526746,6141032
40654494,7413784
42231279,9078585
41797542,9152722
43756766,9187113
28050863,9202497
42105645,9231030
33039099,9234279
43758659,10874220
43222813,10874220
40090342,10949251
41258356,10982463
32922153,12854571
41198808,14529751
41353951,14590212
39808738,14590212
38761231,14635526
41066707,14635526
40362369,14655638
40954404,16465389
41600742,16549437
41722748,18134279
34353430,11929086
40044086,993534
40076132,993534
42937421,1132753
7682117,1134338
38895466,1154627
43992133,2329259
38006097,2362525
42113917,2455024
37402106,4060307
34063455,4097785
8096781,13724672
39943147,4116383
