docdb_family_id,ipc_class
38337032,F03D9/00
38337032,H02P9/04
38344885,F03D7/00
38366946,G01L3/00
38459040,F03D7/00
38459040,F03D9/00
38459040,H02P9/00
38459383,F03D7/00
38460313,F03B3/14
38460983,F01D7/00
38460983,F03D7/00
38460983,G01M1/16
38470837,F03D3/00
38470837,F03D9/00
38470837,H02P9/00
38472820,F01D5/14
38472820,F03D1/06
38472820,F04D29/38
38510334,F03B15/06
38510334,F03D11/04
38514238,H02H9/00
38514238,H02P13/00
38515461,F03D7/00
38515461,F03D7/02
38515503,B63H3/00
38515503,F03D7/00
38515503,F03D9/00
38515503,G05B11/01
38515503,G05B19/18
38515503,G05B9/02
38515503,G05D3/12
38515805,F03D9/00
38515805,H02P9/00
38515805,H02P9/04
38517024,F03D9/00
38517024,H02P9/04
38517025,F03D7/02
38517025,F03D9/00
38517025,H02J3/42
38517025,H02P9/04
38517026,F03D9/00
38517026,H02P9/00
38517026,H02P9/04
38519700,F03D7/00
38522930,F03D9/00
38522930,H02P9/04
38543649,F03D7/00
38543649,F03D9/00
38543649,H02P9/04
38543649,H04J3/02
38543649,H04L12/413
38564006,F16C19/49
38565885,E04H12/00
38565885,F03D11/04
38565885,F03D7/00
38566895,G05D11/00
38566895,H02P9/04
38577937,F03D7/00
38577937,F03D7/04
38577937,F03D9/00
38596273,F01D5/02
38596273,F03D11/00
38596273,F03D7/00
38596273,F16F15/32
38608871,F03D7/02
38625329,F03D9/00
38625329,G05B13/02
38625329,G05D3/12
38625329,H02P9/04
38654935,B64C3/46
38654935,F01D5/14
38654935,F01D7/00
38654935,F03D11/00
38657257,F03D11/04
38657257,F03D7/02
38666822,H02P9/04
38667500,F03D7/00
38669878,B64C21/04
38669878,B64C21/08
38669878,F03D1/06
38669878,F03D7/04
38694113,B64C27/00
38694113,F03D7/00
38724397,B60T13/22
38724397,B60T8/18
38724397,F16D65/18
38739430,F03D11/00
38739430,F03D7/02
38740123,F03D9/00
38740123,H02J3/46
38740123,H02P3/02
38740163,F03D7/00
38740163,F03D9/00
38740163,H02J1/00
38740163,H02J3/00
38740163,H02J3/38
38752541,F03D9/00
38752541,H02P9/02
38752541,H02P9/04
38759543,F03D11/00
38759543,F03D9/00
38759543,H02P9/04
38761231,F03D9/00
38761231,G06F17/40
38761231,G06F19/00
38776817,F01D7/00
38776817,F03D7/00
38776817,F03D7/04
38776817,H02P5/00
38776817,H02P6/08
38778155,G05D11/00
38778155,H02P9/04
38779043,B23P11/00
38779043,F03D11/00
38779043,F03D7/04
38787027,F03D9/00
38787027,H02P9/04
38805602,F03D1/06
38805602,F03D11/00
38807850,F03D9/00
38807850,H02K19/16
38807850,H02P9/04
38813859,H02P9/06
38814477,B63H3/00
38814477,B64C11/42
38814486,H02H11/00
38814486,H02P9/04
38822197,B64C27/00
38846415,B64C11/20
38846415,B64C11/34
38846415,F01D5/14
38846415,F03D11/00
38846951,F03D7/04
38859576,F03D9/00
38859576,H02P9/04
38875816,F03D9/00
38875816,H02P9/00
38875816,H02P9/04
38884885,B63H3/00
38884885,F03D11/00
38884885,G01F25/00
38895466,F03D9/00
38895466,H02P9/04
38923515,F03D1/02
38935921,G05D19/02
38935921,G06F1/28
38959662,F03D11/02
38959662,F03D9/00
38959662,H02P9/00
38959662,H02P9/04
38962000,F03D11/00
38962528,F03D7/02
38967797,F03D1/00
38967797,F03D7/00
38967797,F03D7/02
38981831,F03B3/14
38981831,F03D11/00
38983706,B64C11/42
38983706,F03D7/00
38984200,F03D11/00
38984200,F03D7/02
38995149,F03D11/00
38996209,B64C11/30
38996209,F01D25/18
38996209,F03D11/00
38996209,F03D7/00
38998346,F03D9/00
38998346,H02P9/04
39020544,F03D7/00
39020544,F03D9/00
39020544,H02P9/04
39027518,F03D9/00
39027518,H02P9/04
39032120,F03D7/04
39032120,F03D9/00
39032120,H02P9/04
39081588,F03D1/00
39081588,F03D7/02
39092242,F03D7/04
39092242,F03D9/00
39092242,G01M99/00
39092242,G01P3/00
39106077,F03B15/18
39106077,F03B3/14
39106077,F03D1/06
39106077,F03D7/02
39106077,H02J9/06
39106077,H02P1/54
39106077,H02P3/08
39106077,H02P4/00
39107009,F03D7/00
39107009,F03D9/00
39107009,H02P9/04
39142757,F03B13/10
39142757,F03D7/00
39142757,F03D9/00
39142757,G05D3/12
39142757,G05F1/70
39146855,F03D1/06
39146855,F03D7/02
39146855,F03D9/00
39156248,B64C27/00
39156541,F03B11/00
39156541,F03D11/00
39156541,F03D7/04
39167923,F03D11/00
39167923,F03D7/00
39167923,G05B23/00
39167923,G05B23/02
39188801,F03D1/06
39204124,H02P9/04
39204124,H05B3/00
39204124,H05B3/78
39230438,H02P9/04
39251168,F03D7/02
39262797,F03D9/00
39262797,G01R21/00
39262797,G06F19/00
39262797,H02P9/04
39262998,F01D25/04
39262998,F03D11/04
39262998,F03D7/00
39263105,G01F1/00
39263105,G01L25/00
39267901,F03D11/00
39267901,F03D7/02
39276257,B64C9/00
39276257,F03D1/06
39276257,F03D7/04
39282460,B63H3/10
39282460,B64C11/30
39282460,F01D7/00
39282460,F03D7/04
39304522,G06F1/26
39311311,F03D7/02
39311312,F03D9/00
39311312,H02P9/04
39313563,F03D7/04
39314392,G01M15/14
39338983,F03D11/00
39338983,F03D7/00
39338983,F03D9/00
39344637,F03D11/04
39344637,F03D7/02
39356556,F03D9/00
39356556,G05D23/00
39356556,H02P9/04
39359107,H02P9/04
39362977,F03D7/00
39362977,F03D9/00
39364044,B63H7/00
39364044,B64C11/00
39364044,B64C27/00
39364044,F03D7/02
39364044,F03D9/00
39364044,F04D27/02
39364044,G05B13/02
39364044,G05B15/02
39364044,G05D17/00
39364044,G05D3/12
39364044,H02P9/04
39364868,F03D7/00
39364868,G06F1/28
39364868,H02J3/38
39364868,H02P9/04
39367323,B60W10/04
39367323,B60W10/10
39367323,F02B63/04
39367323,F03D9/00
39367323,F16H35/02
39367323,F16H35/06
39367323,F16H35/08
39367323,F16H47/04
39367323,H02K7/10
39367323,H02K7/18
39367323,H02P9/04
39401353,H02P9/04
39415361,F03D7/00
39415361,G01P3/44
39428000,F03D1/06
39428000,F03D7/02
39431463,F03D9/00
39431463,H02P9/04
39431463,H02P9/10
39462164,B63H3/06
39462164,F01D7/00
39462164,F01N5/00
39462164,F04D29/66
39462164,G10K11/16
39463899,F03D1/06
39492648,F03D7/02
39492648,F03D7/04
39493537,F03D9/00
39494479,G06F1/26
39496168,F03D1/06
39496168,F03D11/00
39496168,F03D7/02
39509845,B60T10/02
39509845,B60T13/68
39509845,F16D65/18
39530965,F03D9/00
39530965,H02J3/00
39530965,H02P9/04
39530965,H02P9/10
39536770,F03D11/00
39536770,G01M19/00
39536770,G06F19/00
39543051,F01D5/10
39543051,F03D7/00
39543051,F03D7/04
39560848,B64C11/28
39560848,H02P9/04
39563434,F03D11/00
39563434,F16C33/00
39575569,F01D25/24
39575569,F03D1/00
39575569,F03D11/00
39575569,F24F13/10
39577326,F03D7/00
39577326,F03D9/00
39577326,H02P9/00
39577397,F03D11/00
39577397,F03D7/04
39577397,F03D9/00
39577397,H02J3/01
39590397,F03D9/00
39590397,H02J3/38
39590878,F03D1/06
39590878,F03D11/00
39591794,F03D7/00
39591794,F03D7/04
39591988,F03D1/06
39591988,F03D7/02
39593610,F01D21/04
39593610,F01D21/14
39593610,H02K19/36
39593610,H02P9/00
39593610,H02P9/10
39593610,H02P9/14
39597613,F03D7/00
39645219,F03D1/06
39645219,F03D7/04
39645840,F03D9/00
39645840,F03D9/02
39645840,H02P9/04
39667111,F03D9/00
39667111,F03D9/02
39667111,H02J7/14
39667111,H02J7/34
39668209,F04D27/00
39668209,F16H37/06
39673853,F03D7/04
39673853,F03D9/00
39674533,F03D9/00
39674533,F24F3/14
39674533,F24J3/08
39674533,F25D17/06
39674533,F25D21/14
39674533,F28D15/00
39674533,H02K9/26
39679299,B64C27/615
39679299,F01D5/14
39679299,F03D11/00
39681656,B23P11/00
39681656,F16H1/32
39681656,F16H23/00
39682249,G06F19/00
39685195,F03B13/00
39685195,F03D7/00
39685195,F03D9/00
39685195,H02P9/00
39685195,H02P9/04
39708012,F03D9/00
39708012,H02P9/04
39717819,F03D7/00
39717819,F03D9/00
39719277,F03D11/00
39719277,F03D7/00
39719277,F03D7/04
39719400,F03D7/02
39719400,F03D7/04
39739517,F03D7/00
39739517,F03D9/00
39739517,H02P9/00
39760227,F03D1/06
39760880,G05D17/02
39760880,G05D19/02
39767154,F03D9/00
39767154,G05B11/01
39767154,G05D11/00
39767154,G05D17/00
39767154,G05D3/12
39767154,G05D5/00
39767154,G05D9/00
39767154,G06F1/30
39767154,H02P9/04
39768621,F01D5/08
39768621,F03D7/06
39777423,F03D7/00
39777423,F03D9/00
39777488,F03D11/02
39777488,F03D7/02
39777488,F03D7/04
39777488,H02P9/10
39791310,B64C27/72
39791310,F03D11/00
39791310,F15B1/027
39808736,F03D7/04
39808738,F03D11/00
39823810,B64C27/615
39823810,F03D7/00
39852174,H02P9/04
39855033,G06F19/00
39855033,H02P9/00
39855033,H02P9/04
39855033,H02P9/42
39863777,F03D7/04
39865390,F03D7/04
39865622,F03B13/00
39865622,F03D9/00
39865724,F03D7/02
39865724,G01B5/30
39868676,H02P7/298
39868676,H02P9/04
39868708,F03D9/00
39868708,G05D3/12
39868708,H02P9/04
39926152,F03D9/00
39926152,H02P9/00
39926152,H02P9/04
39926153,F03D7/04
39926154,B64C11/00
39926154,B64C27/00
39926154,F01D5/18
39926154,F03D7/00
39926154,F03D9/00
39926154,H02P9/04
39930325,F03D11/02
39930325,H02P9/06
39930552,F03D1/00
39930552,F03D7/02
39941479,F03D11/00
39941479,F03D5/04
39941479,F03D7/00
39943147,H02P9/04
39951447,F03D7/00
39951447,F03D7/02
39968842,F03B9/00
39968842,F03D9/00
39968842,H02P9/02
39986215,F03D11/00
39986215,F03D7/00
40019140,F03D7/02
40019714,F03D7/02
40019714,F15B15/14
40026767,F03D9/00
40026767,H02P9/04
40030902,F03D9/00
40030902,H02P9/04
40031721,F03D7/04
40031721,G06F19/00
40032634,F03D9/00
40032634,H02P9/00
40032691,G01S1/00
40032812,F01D5/14
40032812,F03D11/00
40042769,B64C11/30
40042769,H02P9/04
40042779,F03D11/00
40042779,G06F19/00
40044086,F03D7/04
40044115,F03D7/02
40044115,F03D7/04
40074599,G06F1/26
40074827,F03D7/02
40074827,F03D9/00
40074870,F03D7/00
40074870,F03D9/00
40075573,F03D7/04
40075574,F03D9/00
40075574,H02P9/04
40076132,F03D7/04
40090342,H02P9/00
40130335,B64C11/00
40130335,B64C11/06
40130335,F03D3/06
40130335,F03D9/00
40135722,F03D7/04
40135722,F03D9/00
40135722,H02P9/04
40135725,F03D9/00
40157163,F03B17/06
40175879,F03D9/00
40175879,G05D11/00
40175879,H02P9/04
40175880,G01R19/00
40175880,G01R21/06
40186081,F03D11/00
40220839,F03B7/00
40225367,F03D7/04
40225367,F03D9/00
40225367,F03D9/02
40225367,H02J1/12
40225367,H02J7/34
40225367,H02J7/35
40227621,G01B5/18
40227621,G01W1/02
40227621,G01W1/06
40227621,G06F19/00
40228866,H02P9/04
40260118,F03D7/02
40260118,F03D7/04
40260119,F03D7/00
40260119,H02P9/04
40263300,H02P9/04
40263300,H03M7/28
40265972,F03D7/00
40265972,F03D9/00
40265972,F03D9/02
40265972,G05B19/40
40265972,H02P9/04
40278632,F03D7/04
40278951,G01P3/26
40278951,G01P5/06
40278951,G01W1/00
40278957,G05D1/10
40278957,G06F17/00
40278957,H02P9/00
40278978,F03B13/00
40278978,F03B13/10
40278978,F03B7/00
40278978,F03D7/04
40278978,F03D9/00
40278978,H02P9/04
40283433,F03D7/04
40283433,F04D29/66
40283433,G06F15/00
40289430,H02P9/04
40291167,F03D9/00
40291167,G01C21/00
40291167,G01W1/00
40298698,H02P9/04
40301416,G05D17/02
40304948,F03D11/02
40304948,F03D7/04
40304948,F03D9/00
40304948,F16D33/00
40304948,F16H45/02
40304948,F16H47/08
40316337,F03D7/02
40337402,B64C31/06
40342257,F03D7/02
40342257,H02P7/28
40342257,H02P9/04
40352370,G06F1/28
40352563,H02P9/04
40352651,F03D7/00
40352651,G05D11/00
40352709,F03D9/00
40352709,H02P9/00
40352713,F03D7/04
40352713,F03D9/00
40352713,H02P9/00
40352713,H02P9/04
40352726,G01P3/00
40352726,G01P3/04
40362369,F03D9/00
40362369,F16D3/00
40362369,H01R39/00
40362369,H01R39/18
40362369,H01R39/38
40362369,H01R39/40
40362369,H02K13/00
40362369,H02P9/04
40377457,G01P3/36
40377585,H02P9/04
40379631,B63H3/00
40379631,B64C11/00
40379631,B64C27/00
40379631,F01D7/00
40379631,F03B7/00
40379631,F03D7/00
40380151,G06F15/00
40381496,F03D11/00
40381496,H02J7/00
40381496,H02J9/00
40382350,F03D7/02
40384198,F03D7/02
40387779,F03D9/00
40387899,F03D7/00
40387899,G05B11/01
40387899,H02P9/04
40404268,G01C9/00
40404268,G01M1/00
40404268,G06F15/00
40404268,G06F17/40
40404268,G06F19/00
40406267,F03D7/00
40406267,F03D9/00
40406267,H02P9/04
40417886,F03D11/02
40417886,F03D7/02
40417886,G05D23/19
40418868,F03D7/02
40418868,F03D9/00
40418868,H02P9/04
40419027,F01D7/00
40454662,F03D7/00
40456174,F01D7/00
40456174,F03D7/00
40456345,F03D9/00
40456345,H02P9/00
40456345,H02P9/04
40456581,F03D7/00
40456581,F03D9/00
40456581,H02P9/04
40467344,F03D9/00
40467344,H02P9/04
40469814,B63H3/10
40469814,B64C11/30
40469814,F01D7/00
40469814,F03D1/06
40469814,F03D3/06
40469814,F03D7/02
40469814,F03D9/00
40469814,F04D29/26
40469814,G05D3/12
40469814,G05D5/00
40469814,G05D9/00
40469814,H02P9/04
40469918,F03D9/00
40469918,H02J3/46
40470831,F03D7/04
40470831,F03D9/00
40472015,B63H3/00
40472015,F03D11/00
40472015,F03D7/00
40472015,F03D7/04
40472015,F03D9/00
40472130,F03D9/00
40472130,H02P9/04
40472916,A01K15/02
40472916,A01M1/20
40472916,B63H1/00
40472916,B64C11/00
40472916,G05D3/12
40472916,G08B23/00
40472916,H02P9/00
40490415,F01D5/14
40490415,F03D7/00
40490415,F03D9/00
40493752,G06F15/177
40493752,G06F3/00
40493752,H02P9/04
40503817,B23P17/00
40503817,F03D1/00
40504459,G01B11/16
40504459,G01L1/24
40504459,G06F19/00
40511198,F16C19/02
40511198,F16C29/06
40518527,H02M7/04
40518527,H02P9/00
40518527,H02P9/04
40521549,F03D7/04
40521549,F03D9/00
40521549,H02P9/10
40521549,H02P9/46
40526746,F03D7/04
40535004,F03D7/00
40535004,G06F19/00
40538868,F03D9/00
40538868,H02P9/04
40548247,G01R31/04
40548247,G06F19/00
40548247,G08B21/00
40548680,B63H3/00
40548680,B64C11/00
40548680,B64C27/00
40548680,F01D7/00
40548680,F03B7/00
40548680,F03D7/00
40548680,H02P3/14
40560639,F03D11/00
40560639,F03D7/00
40560639,F03D9/00
40565192,F03D9/00
40565192,H02P9/04
40567848,H02P9/04
40568359,G06F19/00
40568359,H02P9/04
40578113,F03D9/00
40578113,G06F1/32
40578113,H02P9/04
40588239,F03D7/00
40591372,G06F1/26
40591544,F04D15/00
40591902,F03D7/00
40591902,F03D7/04
40591902,G01L3/00
40591965,F03D11/00
40591965,F03D7/04
40591965,G01M15/14
40600122,G06F19/00
40600122,H02P9/04
40601519,F03D7/02
40602351,B63H1/00
40602351,B63H3/00
40602351,B63H5/00
40602351,B63H7/00
40602351,B64C11/00
40602351,F01D7/00
40602351,F03B15/06
40602351,F03D11/00
40602351,F03D7/00
40602351,F04D27/02
40605235,H02P9/04
40607009,H02P9/04
40621357,F01D5/12
40621357,F03D11/00
40623863,F03D1/00
40623863,F03D1/06
40623863,F03D11/00
40626084,F01D5/14
40626084,F01D7/00
40626084,F03D7/04
40626084,H02P9/04
40637575,F03D7/04
40639923,F03D1/06
40639967,F01D7/02
40654494,F03D9/00
40654494,H02P9/04
40666742,F03D7/00
40666742,F03D9/00
40666742,H01M8/00
40666742,H02J9/06
40666742,H02P9/04
40667156,F03D9/00
40667156,G05B11/01
40667156,G05B13/02
40667156,G05B15/00
40667156,G05B15/02
40667156,G05B19/18
40667156,G05D3/12
40667156,G05D5/00
40667156,G05D9/00
40667156,G06F19/00
40667156,H02P9/04
40668462,F03D9/00
40668462,H02P9/04
40679036,F03D7/02
40679036,F03D7/04
40679038,B64C11/00
40679038,B64C27/00
40679038,F01D5/18
40679038,F03D7/02
40679038,F03D9/00
40679038,H02P9/04
40679039,F03D7/02
40689521,H02P9/04
40691046,F03D7/02
40691046,G05D19/02
40691046,G06F1/26
40691046,H02P9/04
40715459,H02P9/04
40718043,F03D1/06
40718543,F03D7/04
40718543,F03D9/00
40718543,H02P9/00
40721861,F03D1/04
40753500,F01D7/00
40753500,F03D7/00
40765599,F03D9/00
40765599,H02P21/00
40765599,H02P21/12
40765599,H02P9/30
40774967,F03B13/14
40775156,F03D11/00
40775156,F03D7/00
40785431,F03D9/00
40785431,H02P9/04
40785550,F03D7/00
40786169,F03D7/04
40786860,F03D7/00
40790464,G01S13/00
40792049,F01D7/00
40792049,F03D9/00
40795198,H02P9/04
40795199,H02P9/00
40795202,F03D9/00
40795202,G05D17/00
40795202,H02P9/04
40795935,G06F19/00
40801603,F03D11/00
40810593,G01P5/02
40824788,H02J3/18
40842335,F03D1/00
40847170,H02P9/04
40847880,G01B11/14
40847880,G01B7/14
40847880,G01B7/30
40847880,H02P9/04
40849988,F01D15/10
40849988,F03D9/00
40850776,B63H3/00
40850776,B64C11/00
40850776,B64C27/00
40850776,F03B7/00
40850776,F03D7/00
40850776,G01L1/00
40850776,G01L1/10
40850776,G01L3/00
40850776,G01L5/00
40874086,F03D9/00
40898448,F03D9/00
40898448,H02P9/02
40900786,G06F1/26
40901314,B64C11/00
40901771,F03D9/00
40902782,F03D7/02
40902782,F03D7/04
40911967,F03D7/04
40911967,F03D9/02
40913342,B64C11/28
40931868,F03D7/00
40936293,H02P9/04
40943858,F03D7/02
40943858,F03D7/04
40943858,G01P13/02
40943858,G05B13/02
40951361,F03D7/02
40953006,F03B3/14
40954403,F03D9/00
40954403,H02P9/04
40954404,H02K53/00
40954404,H02P9/04
40972535,B63H3/00
41008932,H02P9/04
41009143,F03D7/04
41009191,F02B63/04
41009191,F03G7/08
41009191,H02K7/18
41009904,G06F15/00
41010297,F01D5/18
41010297,F03D7/00
41010423,F03D9/00
41010423,H02J3/00
41010423,H02P9/04
41010469,F03B9/00
41010469,F03D11/00
41010469,F03D9/00
41010471,F03D11/00
41010471,G01L3/16
41010471,G01P13/00
41011945,F03D11/00
41011945,F03D7/02
41011978,F03D7/00
41012222,F03D7/00
41012222,F03D9/00
41012222,H02P9/04
41016447,F03D11/02
41016447,F03D7/00
41020847,G05F5/00
41020847,H02P9/04
41051107,H02P9/04
41056401,H02P9/04
41057625,G01P5/26
41057625,G01S17/58
41057625,G01S17/87
41057625,G01S17/88
41057625,G01S17/95
41057625,G01S7/481
41058836,F03D7/02
41058836,F03D9/00
41058836,F03D9/02
41064509,B63H3/00
41064642,F03D11/00
41064784,H02P9/04
41066590,F03D11/00
41066590,F03D7/00
41066610,B63H3/00
41066610,F03D7/02
41066666,F03B3/12
41066666,F03D11/00
41066666,F03D7/00
41066699,F03D7/00
41066699,F03D9/00
41066699,H02P9/04
41066707,G01R21/00
41066707,G06Q10/00
41080785,F03D7/00
41090371,G06F11/00
41090371,G06F15/00
41090374,G01L7/00
41091022,H02P9/04
41091022,H02P9/48
41094440,F03D9/00
41094440,H02P9/04
41112648,F03D9/00
41128279,F03D7/02
41129212,F03D7/00
41129733,F03D7/02
41129733,G05D7/06
41134545,G06G7/57
41136950,F03D7/04
41136950,H02P9/00
41136950,H02P9/04
41152939,H02M7/538
41152939,H02P9/04
41161329,B63H3/00
41161329,B64C11/00
41161329,B64C27/00
41161329,F03B7/00
41161329,F03D7/02
41161365,F03D7/02
41162692,F03D11/00
41162692,G01F25/00
41162714,F03D7/00
41162714,H02P9/04
41198682,H02P9/04
41198808,H02P9/04
41199707,B64C27/615
41199707,F03D3/00
41199707,F03D3/02
41199707,F03D3/04
41199707,F03D9/00
41203501,F03D7/02
41203501,F03D7/04
41203656,F03D9/00
41203656,H02J7/34
41203656,H02P9/04
41227060,F16D65/28
41254219,F03D11/00
41254219,G01M9/00
41254219,G01P15/02
41255193,F03D11/00
41255193,F03D7/00
41255193,F03D9/00
41258356,F01D5/08
41258356,F03D1/06
41258356,F03D11/00
41258359,F03D9/02
41258359,H02P9/00
41258359,H02P9/48
41259787,F03D7/02
41259787,G01H1/00
41259787,G01M13/02
41259854,B23P6/00
41259854,B66F9/02
41259894,F03D11/00
41259894,F03D9/00
41278891,F03D9/00
41279553,G01L3/02
41314521,F03D9/00
41314521,H02P3/22
41314521,H02P9/00
41314521,H02P9/48
41318448,B63H3/00
41319049,F03D11/00
41319049,G01P15/00
41319049,G01P3/00
41319049,G06F15/00
41327653,B63B21/00
41327653,B63B35/44
41327653,F03D11/04
41345997,F03D7/04
41345997,F03D9/00
41353951,F03D1/00
41353951,F03D7/02
41361319,B63H3/00
41361319,F03D7/00
41378886,F03D9/00
41381988,H02P9/04
41396141,F03D1/00
41396141,F03D7/02
41399289,H02P9/04
41401822,F03D7/02
41406959,F03D7/00
41406959,F03D9/00
41412291,F04D29/00
41412306,F03D11/04
41412306,F03D9/00
41412308,F03D11/04
41412308,F03D9/00
41416405,F03D9/00
41416405,H02P9/04
41416439,F03D11/00
41416439,F03D9/00
41426352,F03D7/00
41427901,F03D9/00
41427901,H02P9/04
41429463,H02P9/42
41433796,H02P9/04
41460120,G01P3/36
41466366,G06F1/26
41466366,H02P9/04
41466370,F03D7/00
41466370,G01W1/00
41466370,G01W1/02
41466370,G05D17/00
41467148,F03D7/00
41467148,F03D9/00
41467148,H02P9/02
41478713,F03D7/00
41505005,H02M7/5387
41508080,F03D11/00
41508955,H02P9/04
41509748,F03D11/00
41509748,F03D7/00
41509748,F03D7/04
41511245,F03D7/00
41511245,F03D9/00
41511245,H02K7/102
41513061,F03D11/00
41513061,F03D7/04
41529649,B63H1/38
41529649,B64B1/00
41529649,B64C31/06
41529649,B65H75/00
41529649,F01D15/00
41529649,F01D15/12
41529649,F01D25/28
41529649,F03B13/00
41529649,F03B15/06
41529649,F03B17/06
41529649,F03B7/00
41529649,F03D11/04
41529649,F03D7/00
41529649,F03D9/00
41529649,F04D29/60
41529649,F16H35/00
41529649,H02P9/04
41559457,F03D7/00
41559702,F03D7/00
41559702,H02J3/38
41559702,H02P9/00
41566520,F04D29/36
41566767,G06F1/26
41567276,F03D7/02
41567276,H02P3/22
41572383,F03D11/00
41572383,F03D7/04
41572593,F03D7/00
41572690,F04D29/36
41600742,H02P9/04
41608546,F04D29/38
41610985,F03D7/00
41610985,F03D9/00
41631244,G08B13/14
41631244,G08B21/00
41631967,B63H9/00
41631967,F03D5/00
41652203,F03D7/00
41652203,F03D9/00
41652204,B64C31/06
41652204,F03D7/00
41652204,F03D9/00
41653113,F03D7/06
41664021,F03D11/00
41664021,F16F7/10
41664598,F03D1/00
41664598,F03D11/00
41667189,F03D7/00
41667475,E04B1/98
41667475,F03D11/04
41667475,F03D7/02
41667475,F16F15/02
41668274,F01D5/14
41668274,F03D7/00
41668280,F01D7/00
41668280,F03D7/02
41668785,H02P9/04
41669380,H02P9/04
41680515,F16D55/2255
41682710,F03D7/00
41682710,F03D9/00
41682710,H02J3/38
41692918,F03D7/02
41692918,F15B20/00
41693018,F03D7/00
41693018,F15B13/04
41693018,F15B21/04
41707341,F03D11/04
41707341,F03D7/02
41707598,F03B13/14
41707598,F03B3/14
41707598,F03D11/04
41707598,F03D7/02
41707599,F03D9/00
41716934,F03D7/02
41716942,F03D7/04
41717370,F03D7/02
41718846,H02P9/04
41721228,H02P9/04
41722748,F03D11/00
41797542,F03D11/04
41797542,F03D7/02
41799468,B63H3/00
41799468,B64C11/00
41799468,B64C27/00
41799468,F03D7/00
41800810,F03D7/02
41818344,H02J3/38
41818344,H02J3/46
41818344,H02P9/00
41819496,F03D9/00
41819496,G05D17/02
41819496,G06F19/00
41819496,H02P9/00
41819496,H02P9/04
42026320,F03D7/02
42026320,F03D7/04
42028093,F03D7/02
42028093,F03D7/04
42032723,F03D7/02
42032723,F03D7/04
42034524,F03D7/00
42034524,F03D7/04
42034524,G06F19/00
42034524,H02P9/04
42034544,F03D11/00
42039710,F03D7/02
42039710,F03D7/04
42040440,H02P9/04
42056602,G05D11/00
42056602,G05D5/00
42056602,G05D9/00
42056602,G06F19/00
42056602,H02P9/04
42059741,F03D9/00
42059741,G01L1/00
42059741,G06F19/00
42059741,H02P9/04
42060164,F03D11/00
42060164,F03D7/02
42060164,F03D7/04
42072828,F03D7/00
42072828,F03D9/00
42072828,H02P9/04
42072911,B23P11/00
42072911,F16H48/06
42073164,F03D11/00
42073700,H02P9/04
42073949,F03D7/04
42077869,F03D7/00
42083878,F03D11/00
42083878,F03D11/02
42083878,F03D9/00
42083879,F03D11/02
42083880,F03D11/02
42084581,G05D17/02
42084581,H02P9/04
42087881,F03D7/00
42087881,F03D7/02
42101840,F03D1/06
42101840,F03D7/02
42102376,G06F1/28
42103018,B63H3/00
42103018,F03D11/00
42103018,F03D7/00
42105645,F03D11/02
42106341,F03D9/00
42106341,H02P9/00
42106341,H02P9/04
42113917,F03D1/04
42113917,F03D9/00
42119742,G06F15/00
42119742,H02P9/04
42119755,F04D29/36
42120010,B23P21/00
42120010,F01D25/00
42120010,F01D25/16
42120010,F03D11/04
42124481,G01R21/00
42124481,G06F19/00
42124667,G01L1/12
42124667,G01L3/10
42128630,H02P9/04
42130469,B63H7/00
42130469,F03B15/06
42130469,F03D9/00
42138767,F03D7/04
42138767,F16D55/228
42138767,F16D65/18
42145313,F03D11/00
42145313,F03D7/02
42165358,F03D11/02
42165358,F03D7/00
42165358,F03D7/02
42165358,F03D9/00
42166017,H02J3/00
42166017,H02M5/02
42167470,F03D7/02
42173280,C23C14/06
42173280,F03D7/02
42173280,F16H55/06
42174574,F03D7/00
42174574,F03D9/00
42174587,F03D9/00
42174587,G01L1/00
42174587,G05D3/12
42174587,G06F1/26
42184110,H02P9/04
42184116,H02P29/02
42184116,H02P9/04
42194246,F03D3/00
42194246,F03D7/04
42195532,B23P11/00
42195532,F03D11/00
42195532,F03D9/00
42195532,H02K5/04
42195532,H02P9/04
42196452,F03D3/06
42196452,F03D9/00
42196455,F03D7/00
42197712,F03D7/00
42198572,F03D7/04
42220847,H02P9/04
42222078,F03D11/00
42222078,F03D7/02
42222080,B63H3/00
42222080,F03D9/00
42222080,H02P9/04
42222081,F03D7/02
42222081,F03D7/04
42222082,F03D11/00
42222082,F03D7/04
42222084,F03D11/00
42222084,F03D7/02
42222084,F03D9/02
42222085,F03D7/04
42222086,F03D7/02
42222088,F03D7/04
42222088,G01B5/24
42222088,G01B7/30
42222089,F03D7/02
42222089,F03D9/00
42222089,H02K17/42
42222089,H02K5/22
42222089,H02K7/18
42222090,F03D7/02
42222090,F03D7/04
42222091,F03D7/02
42222092,F03D7/02
42222093,H02P9/10
42222101,F03D7/04
42222101,F03D9/00
42222101,H02P9/04
42222958,F03D7/02
42222958,F03D7/04
42222959,F03D11/00
42222959,F03D7/04
42222960,F03D7/02
42222962,H02P7/298
42222966,F03D11/00
42222966,F03D7/04
42222969,F03D7/02
42222970,F03D7/04
42222973,F03D1/06
42222973,F03D7/02
42222974,F03D7/02
42223547,F03D7/04
42223598,F03D7/04
42223598,F03D9/00
42223602,G05D17/00
42223602,G06F15/00
42223610,G06G7/48
42223651,F03D7/04
42223651,G06Q10/00
42224495,H02P9/04
42224503,F03D7/00
