appln_id,appln_auth,docdb_family_id,YR_PUB,SQ_APLS,CA_GRANT,REGION,SQ_SCOPE,LN_FAMSIZE,CA_NPL
267544889,US,40565192,2009,1,1,2,1,1,1
267548113,US,39494479,2009,0,0,2,1,2,6
267565852,EP,41513061,2010,1,0,1,1,1,0
267645386,US,40379631,2009,1,1,2,2,1,0
267646926,US,39536770,2009,1,1,2,2,1,3
267837217,US,40605235,2009,1,1,2,1,2,1
267837218,US,39968842,2009,1,1,1,2,1,3
267838846,US,40591902,2009,1,1,2,1,1,0
267838847,US,38884885,2009,1,1,2,2,2,1
268023488,EP,43416524,2011,1,0,1,1,1,0
273066303,US,39230438,2009,0,0,2,1,2,0
273241672,US,41254219,2009,0,0,1,2,2,0
273242737,US,40518527,2009,1,1,1,1,1,14
273244361,US,41011978,2009,1,1,2,1,1,0
273300914,EP,42101840,2011,1,0,1,1,1,0
273312719,EP,42226163,2010,1,0,1,1,1,0
273318531,US,41279553,2009,1,1,1,1,1,6
273326350,EP,42083878,2011,1,0,1,1,1,1
273394416,US,38565885,2009,1,0,2,1,2,0
273396053,US,41066666,2009,1,1,2,1,1,3
273484262,EP,42145313,2010,2,0,1,1,1,0
273504097,US,39674533,2009,1,1,2,2,1,2
273506978,US,40691046,2009,1,1,2,2,1,1
273511465,EP,41429463,2011,1,0,1,1,1,1
273519911,US,33304930,2009,0,1,2,1,3,2
273638083,US,38625329,2009,1,1,2,2,1,17
273638084,US,41066699,2009,1,1,2,1,2,0
273638086,US,40654494,2009,1,1,1,1,1,1
273638090,US,41378886,2009,1,1,1,1,1,0
273642504,US,41090371,2009,1,1,2,1,1,0
273642585,US,41066707,2009,0,0,2,1,1,0
273655848,EP,42194246,2010,2,0,1,1,1,0
273684183,US,37888154,2009,1,0,2,1,2,0
273718033,US,41112648,2009,1,1,2,1,2,0
273718034,US,35134119,2009,1,1,2,2,2,0
273719889,US,36096722,2009,1,0,2,1,3,0
273719890,US,38981831,2009,0,0,2,1,2,0
273762601,EP,41692918,2010,1,0,1,1,1,0
273846142,US,41129212,2009,0,0,2,1,1,0
273846143,US,40786169,2009,1,0,2,1,1,0
273923562,US,41427901,2009,1,1,1,1,1,0
273940707,US,40074827,2009,1,1,2,1,2,1
273946542,EP,41128279,2010,1,0,1,1,1,0
273987523,US,41152939,2009,1,0,2,1,2,0
274040869,US,40503817,2009,0,0,1,1,1,0
274060418,US,39673853,2010,1,1,2,1,2,0
274062011,US,37491216,2010,1,1,2,1,2,2
274062948,US,39681656,2010,1,1,1,1,2,0
274063730,US,38198827,2010,1,0,1,1,2,0
274100723,EP,41567276,2012,1,0,1,1,1,1
274112269,EP,41682710,2011,1,0,1,1,2,1
274177731,US,38309665,2010,1,1,2,1,3,12
274178704,US,41505005,2010,1,0,1,1,1,0
274209435,EP,42173280,2011,1,0,2,2,1,0
274222610,EP,41572383,2010,1,0,1,1,1,0
274265723,US,41258359,2010,1,1,2,1,2,0
274265725,US,41529649,2010,1,1,1,3,1,2
274265726,US,38814486,2010,1,1,2,1,2,1
274265734,US,40785431,2010,1,1,2,1,2,0
274267430,US,38519700,2010,0,0,2,1,2,0
274267431,US,39428000,2010,1,0,2,1,2,0
274267432,US,39808736,2010,1,1,2,1,2,7
274267433,US,39282460,2010,1,1,2,2,2,0
274267435,US,41258356,2010,0,0,2,1,1,0
274267437,US,40972535,2010,0,0,1,1,1,0
274267442,US,38846415,2010,1,1,1,2,1,10
274311697,EP,42668930,2011,1,0,2,1,2,0
274345581,EP,42124667,2010,1,0,2,1,2,0
274360219,US,40786860,2010,0,0,2,1,2,0
274360221,US,39808738,2010,0,0,2,1,2,0
274362145,US,40227621,2010,1,1,2,2,2,1
274368156,EP,42282582,2011,1,1,1,1,2,1
274405725,EP,42931934,2011,1,0,2,1,2,0
274405773,EP,42313308,2011,1,0,2,1,2,1
274406067,EP,42289680,2011,1,0,1,1,1,0
274432865,EP,42356263,2011,1,0,1,1,1,1
274452864,US,41559702,2010,1,1,2,2,1,0
274452867,US,7852685,2010,0,1,2,2,3,17
274459442,US,41608546,2010,2,0,1,1,1,0
274573675,US,41652203,2010,0,0,1,1,1,0
274573676,US,41652204,2010,1,0,1,1,1,0
274575329,US,41653113,2010,0,0,1,1,1,0
274575345,US,38779043,2010,1,0,2,1,2,2
274709518,US,41680515,2010,0,0,1,1,1,0
274710222,US,35721676,2010,1,1,1,1,2,0
274710223,US,39926152,2010,1,1,2,1,2,3
274711760,US,39926153,2010,1,1,2,1,2,3
274741911,EP,43535857,2012,1,0,1,1,2,1
274773488,EP,42333353,2011,1,0,2,1,2,0
274798752,US,39107009,2010,1,1,2,1,2,2
274798754,US,39855033,2010,1,1,2,1,2,6
274798755,US,39926154,2010,1,1,2,2,2,5
274801964,US,39367323,2010,1,1,2,2,2,0
274805797,EP,41707341,2011,1,0,1,1,2,1
274808125,EP,42670315,2011,1,0,1,1,1,0
274867285,EP,41800810,2010,2,0,1,1,1,0
274886276,EP,40765599,2011,1,1,2,1,2,1
274933885,EP,42335014,2010,1,0,1,1,1,0
274938750,US,39314392,2010,1,1,2,1,2,1
274940304,US,41064642,2010,1,1,2,1,1,0
274940305,US,41416405,2010,1,1,2,1,1,1
274940306,US,39362977,2010,1,0,2,1,2,0
274942888,US,41066610,2010,1,1,2,1,1,0
274942890,US,41064509,2010,0,0,2,1,1,0
274945183,US,39304522,2010,0,0,2,1,2,0
275029031,EP,42668460,2011,1,1,2,1,2,1
275055198,US,41467148,2010,1,1,2,1,1,0
275055200,US,41610985,2010,1,0,1,1,1,0
275056988,US,41799468,2010,1,1,2,2,2,0
275072784,US,40404268,2010,1,1,2,2,1,0
275111342,US,41819496,2010,0,1,1,2,1,0
275312334,US,40291167,2010,1,1,2,2,2,0
275313581,US,38807850,2010,0,1,2,2,2,2
275313582,US,40074870,2010,1,1,2,1,2,0
275315476,US,38015549,2010,1,0,2,1,2,0
275315478,US,41478713,2010,1,0,2,1,2,0
275315479,US,36869901,2010,1,0,2,1,2,0
275322182,EP,42674929,2010,2,0,1,1,1,0
275390244,EP,42542992,2011,1,0,2,1,1,0
275423276,EP,42039710,2011,1,0,1,1,2,1
275462324,US,40075574,2010,1,1,2,1,2,1
275464282,US,40075573,2010,1,1,2,1,2,5
275464283,US,41066590,2010,1,1,2,1,1,0
275542585,US,41162714,2010,1,1,2,1,1,1
275542586,US,42056602,2010,1,1,1,2,1,4
275542666,US,41511245,2010,1,1,2,1,2,0
275544314,US,41797542,2010,1,0,2,1,2,1
275544333,US,39863777,2010,1,1,2,1,2,0
275544334,US,41162692,2010,1,1,2,1,1,4
275545873,US,41259787,2010,1,0,2,2,1,2
275545892,US,40380151,2010,0,0,2,1,2,0
275551218,EP,40019140,2011,1,0,2,1,2,1
275554808,EP,42979413,2012,1,0,1,1,2,1
280655035,US,39311312,2010,0,1,2,1,2,0
280655723,US,40377457,2010,1,1,2,1,1,1
280656639,US,39760227,2010,0,0,2,1,2,0
280658147,US,40031721,2010,1,1,2,1,2,2
283793618,EP,42663923,2012,1,0,2,2,2,1
298707150,US,41203656,2010,0,0,2,2,1,0
298707151,US,40418868,2010,1,1,2,1,2,0
298707155,US,37023957,2010,0,1,1,1,2,1
298708928,US,39276257,2010,1,1,1,1,2,2
298708929,US,41572593,2010,1,0,2,1,1,0
298708931,US,41161329,2010,1,1,2,2,1,1
298708932,US,41161365,2010,0,0,2,1,1,0
305193932,EP,43495843,2012,1,0,1,1,2,1
311606728,US,39777423,2010,1,0,2,1,2,0
311607079,US,41631244,2010,1,0,2,1,2,0
311608365,US,41203501,2010,1,1,2,1,1,1
311608366,US,41668280,2010,1,1,2,1,1,4
314698880,EP,43088071,2011,1,0,1,1,1,0
315433470,US,41090374,2010,0,0,2,1,2,0
315434883,US,41094440,2010,1,1,2,1,2,0
315434884,US,39359107,2010,0,0,1,1,1,0
315436745,US,41668274,2010,1,0,2,1,1,0
315436748,US,41693018,2010,1,0,2,1,1,0
315477083,US,43608895,2010,0,0,1,1,1,0
315477086,US,39344637,2010,1,0,2,1,2,0
315477092,US,41259894,2010,1,1,2,1,1,0
315477094,US,42130469,2010,1,1,1,2,1,0
315477202,US,41818344,2010,1,1,2,1,1,0
315479408,US,41259854,2010,1,1,2,1,2,0
315479436,US,38657257,2010,0,0,2,1,3,2
315538439,EP,42829506,2011,1,0,2,1,2,0
315599634,US,39493537,2010,1,0,2,1,2,1
315601026,US,40260119,2010,1,1,2,1,2,5
315601033,US,41278891,2010,0,0,2,1,1,0
315602997,US,40260118,2010,1,1,2,1,1,3
315602998,US,42165358,2010,1,0,1,1,1,0
315641348,US,41314521,2010,1,1,2,1,1,1
315642519,US,42103018,2010,1,1,2,1,1,0
315701988,US,39943147,2010,0,0,2,1,2,0
315701989,US,40568359,2010,0,0,2,1,2,0
315701997,US,42195532,2010,1,1,1,2,1,0
315701998,US,39146855,2010,1,0,2,1,2,0
315703685,US,42196455,2010,0,0,1,1,1,0
315708254,EP,43411505,2011,1,0,1,1,1,1
315756294,EP,43003465,2011,1,0,1,1,1,0
315756348,EP,36940041,2010,1,0,1,1,2,1
315799352,US,42222101,2010,0,1,1,1,1,0
315799356,US,42196452,2010,0,0,1,1,1,0
315801267,US,41667189,2010,1,0,2,1,1,0
315803594,US,42223602,2010,1,1,2,1,1,0
315803607,US,42223610,2010,1,1,2,1,1,10
315839771,EP,40157163,2010,1,0,1,1,2,0
315839923,EP,42286657,2010,1,0,1,1,1,0
315854891,US,41508955,2010,0,0,2,1,1,0
315854894,US,42230233,2010,1,1,1,1,1,2
315854895,US,40456581,2010,1,1,2,1,2,0
315854903,US,41707599,2010,1,0,1,1,1,0
315857441,US,40591965,2010,0,0,2,1,2,0
315857464,US,42231268,2010,1,1,2,1,1,0
315857472,US,41353951,2010,1,0,2,1,1,0
315857476,US,41508080,2010,1,0,2,1,1,0
315857477,US,42224566,2010,1,1,2,1,1,0
315857479,US,41707598,2010,1,0,1,1,2,0
315857483,US,42231278,2010,1,1,2,1,1,1
315858793,US,42072911,2010,1,1,2,1,1,0
315889800,EP,42222078,2010,1,0,2,1,1,1
315889812,EP,42222973,2010,1,0,2,1,1,1
315963735,US,39868676,2010,1,1,2,1,2,1
315963736,US,42184110,2010,1,1,2,1,1,2
315965933,US,39791310,2010,0,0,2,2,2,0
316028884,EP,41717370,2011,2,0,1,1,2,1
316189963,EP,42222081,2011,1,0,2,1,1,1
316189967,EP,42222082,2011,1,0,2,1,1,1
316851589,US,42266386,2010,1,1,1,1,1,1
316851590,US,41509748,2010,1,1,2,1,1,0
317249850,EP,43033465,2012,1,0,2,1,2,0
317302285,US,37669465,2010,1,0,2,1,3,0
317369244,EP,44624835,2012,1,0,1,1,2,1
317431975,EP,42231270,2011,1,0,2,1,1,1
317491067,EP,43298229,2012,1,0,1,1,1,1
317587146,EP,42222958,2011,1,0,2,1,1,0
317587814,EP,41722748,2012,1,0,1,1,2,1
317612208,US,42174574,2010,0,0,2,1,1,0
317615316,US,42124481,2010,1,0,2,1,2,0
317744061,US,42184116,2010,1,0,2,1,2,0
317744068,US,40842335,2010,0,0,2,1,1,0
317745674,US,39986215,2010,1,0,2,1,2,0
317846892,EP,42336320,2011,1,0,2,1,2,1
317955955,US,34908870,2010,1,1,2,1,3,16
317957640,US,40526746,2010,1,1,2,1,2,6
317959408,US,42174587,2010,1,1,2,2,1,0
317974455,US,29549829,2006,0,1,2,2,3,26
318091099,EP,43382750,2012,1,0,1,1,2,1
318225756,US,40030902,2010,1,1,2,1,2,2
318229930,US,40278957,2010,1,1,1,2,2,0
319383191,US,42034544,2010,1,0,2,1,1,0
319496931,EP,42028093,2011,2,0,1,1,1,0
319496933,EP,42087881,2011,2,0,1,1,1,0
320033190,US,42555744,2010,0,1,1,1,1,0
320058355,EP,42026320,2011,2,0,1,1,1,1
320406564,EP,42223598,2011,1,0,2,1,1,1
320406574,EP,42222084,2011,1,0,2,1,1,1
320417079,US,40186081,2010,1,0,2,1,2,0
320417081,US,42560068,2010,0,1,1,1,1,1
320417082,US,42560069,2010,0,0,1,1,1,0
320417083,US,42338730,2010,1,0,2,1,2,0
320417094,US,39591988,2010,1,0,2,1,2,0
320480433,EP,42223651,2011,1,0,2,1,1,1
320480435,EP,42231279,2011,1,0,2,1,1,1
320480631,EP,42223547,2011,1,0,2,1,1,1
320480909,EP,43734564,2012,1,0,1,1,2,1
320694527,EP,42222085,2011,1,0,2,1,1,1
321209674,EP,43628470,2011,2,0,1,1,1,1
321213675,US,40591544,2010,0,0,2,1,2,0
321256738,US,42634124,2010,1,0,2,1,1,0
322469257,US,42665802,2010,2,0,1,1,1,0
322472829,US,41718846,2010,1,0,2,1,1,0
322472831,US,36916479,2010,1,1,2,1,2,0
322518285,EP,26009137,2010,1,0,2,1,3,1
323096558,US,42072828,2010,1,1,2,1,1,0
323098197,US,42678403,2010,0,0,1,1,1,0
323284352,EP,42937421,2011,1,0,1,1,1,0
323378569,US,41255193,2010,0,0,2,1,2,0
323378574,US,42730072,2010,1,1,1,1,1,6
323380549,US,42562384,2010,1,0,1,1,1,0
323500868,EP,42222086,2011,1,0,2,1,1,0
323502695,US,40419027,2010,0,0,2,1,2,0
323543956,US,37714317,2010,1,0,2,2,2,0
323545381,US,42034524,2010,1,1,2,2,1,6
323545382,US,38459040,2010,1,1,2,1,2,0
323545593,US,42315657,2010,1,0,2,1,1,0
323548931,US,42084581,2010,1,0,2,1,1,0
323635463,EP,42222088,2011,1,1,2,1,2,1
323637301,EP,42222974,2011,1,0,2,1,1,1
323637317,EP,42222960,2011,1,0,2,1,1,1
323637319,EP,42222090,2011,1,0,2,1,1,1
323637321,EP,42231271,2011,1,0,2,1,1,1
323696496,EP,34679397,2011,1,0,2,2,3,0
323696712,EP,7687374,2011,1,1,2,1,3,1
323697814,EP,42222959,2011,1,0,2,1,1,1
323765319,EP,42222089,2011,1,0,2,1,1,1
323846339,US,42224597,2010,1,1,2,1,2,1
323910399,EP,42222091,2011,1,0,2,1,1,1
323910503,EP,7641584,2011,1,0,2,2,3,1
323912149,EP,33435955,2011,1,0,2,1,3,1
323982984,US,40795202,2010,1,1,2,2,2,0
324055750,US,40560639,2010,1,0,2,1,2,0
324057432,US,42826314,2010,1,1,1,1,1,0
324059365,US,40074599,2010,0,0,2,1,1,0
324104357,US,42783193,2010,2,0,1,1,1,0
325209514,US,40567848,2010,1,0,2,1,2,0
325209515,US,40626084,2010,0,0,2,2,2,0
326068323,EP,42222962,2011,1,0,2,1,1,1
328004937,EP,34559138,2011,1,0,1,1,2,6
328059808,US,42980418,2010,0,1,1,1,1,5
328061500,US,42553318,2010,1,1,2,1,1,0
328061504,US,42981099,2010,1,1,1,1,1,0
328063419,US,42732855,2010,1,1,2,2,1,1
328065231,US,42934525,2010,2,0,2,1,2,0
328097497,EP,42231272,2011,1,0,2,1,1,2
328339139,EP,42222970,2011,1,0,2,1,1,1
328339141,EP,42222092,2011,1,0,2,1,1,1
328339143,EP,42222969,2011,1,1,2,1,1,1
328363822,EP,42230231,2011,1,0,2,1,1,1
328375061,EP,43857205,2011,3,0,1,1,1,1
328378100,US,40289430,2010,1,0,2,1,1,3
328381611,US,40667156,2010,1,1,2,2,2,0
328381612,US,42992829,2010,1,0,2,1,2,0
328381613,US,40600122,2010,1,0,2,1,2,0
328445264,US,42981100,2010,1,0,2,1,2,0
328445289,US,42980419,2010,1,0,1,1,1,0
328465784,EP,42231273,2011,1,0,2,1,2,1
328465788,EP,42231275,2011,1,0,2,1,1,1
328465902,EP,42222966,2011,1,0,2,1,1,1
328465906,EP,42231274,2011,1,0,2,1,1,1
328536522,US,7700862,2010,0,1,2,2,3,11
328536523,US,42263364,2010,1,0,2,1,2,0
328591763,EP,42222093,2011,1,0,2,1,1,1
328597581,EP,43853267,2011,1,0,1,1,1,1
328629591,EP,42230232,2011,1,0,2,1,1,1
328720261,US,42224503,2010,1,0,2,1,1,0
328720262,US,42224495,2010,1,0,2,1,1,0
328720263,US,40689521,2010,1,0,2,1,2,2
328721686,US,40511198,2010,1,1,1,1,2,1
328721828,US,40283433,2010,1,1,2,2,1,2
328723815,US,41466366,2010,1,0,2,1,2,1
328736101,EP,40911967,2011,1,0,1,1,1,0
328866750,US,40377585,2010,1,0,2,1,2,0
328868849,US,42734802,2010,1,1,2,1,1,1
328868852,US,37668336,2010,1,0,2,1,2,0
328958127,EP,43759729,2011,1,0,1,1,1,0
329004105,US,43124083,2010,1,0,1,1,1,0
329005678,US,41559457,2010,1,0,2,1,2,0
329005683,US,42286472,2010,1,0,2,1,1,0
329005686,US,43124655,2010,1,0,1,1,1,0
329007664,US,40900786,2010,0,0,2,1,2,0
329007668,US,42811314,2010,1,1,2,2,1,0
329008209,US,43125359,2010,1,1,2,1,2,0
329103544,US,40228866,2010,1,0,2,1,2,0
329266733,US,40679039,2010,1,0,2,1,2,0
329266734,US,40679038,2010,1,1,2,2,2,2
329266735,US,41433796,2010,1,0,2,1,2,3
329266736,US,39560848,2010,1,0,1,1,2,0
329268702,US,41361319,2010,1,1,2,1,1,0
329268703,US,43220439,2010,0,1,1,1,1,0
329270767,US,43221132,2010,1,1,2,1,2,4
329495965,US,41016447,2010,1,0,1,1,1,0
329495974,US,42113917,2010,1,0,1,1,2,0
329497783,US,40913342,2010,0,0,2,1,2,0
329499742,US,43262612,2010,1,1,2,1,1,1
329515908,EP,43608613,2011,1,0,1,1,1,0
329617671,EP,44307305,2011,1,0,1,1,1,0
329619251,US,40263300,2010,1,0,2,1,2,0
329619252,US,43085385,2010,0,0,1,1,2,0
329619253,US,43305785,2010,0,0,1,1,1,0
329620914,US,42263363,2010,1,0,2,1,2,0
329937408,US,43353624,2010,1,0,1,2,1,0
329937409,US,42551688,2010,1,0,2,1,1,0
329939360,US,42289039,2010,1,1,2,1,2,0
329939362,US,40316337,2010,1,0,2,1,2,0
329962670,US,43305784,2010,1,0,1,1,1,0
329963229,US,43357025,2010,1,0,1,1,1,0
330113992,US,43379853,2010,1,1,2,1,1,3
330116017,US,39204124,2010,1,0,2,1,2,0
330116205,US,41426352,2010,0,0,2,1,2,0
330118322,US,43086942,2010,1,0,2,1,2,0
330216253,EP,41406959,2012,1,0,1,1,1,1
330218381,EP,42167470,2012,1,0,1,1,2,1
330227927,US,43386853,2010,1,0,2,1,2,0
330278266,US,43411402,2011,2,0,1,1,1,0
330280281,US,43412211,2011,1,1,2,1,2,6
330280282,US,39865724,2011,1,1,2,1,2,3
330281728,US,39768621,2011,0,0,2,1,3,0
330283274,US,40795935,2011,1,0,2,1,2,0
330385812,US,39868708,2011,1,1,2,2,2,1
330385814,US,42222080,2011,1,1,1,2,2,0
330385815,US,40847170,2011,1,0,2,1,2,0
330385823,US,43426895,2011,1,1,1,1,1,0
330385828,US,42542693,2011,1,0,2,1,1,0
330387410,US,43302976,2011,1,1,2,2,2,0
330989256,US,43450105,2011,1,1,2,1,2,3
330989264,US,41412306,2011,1,0,2,1,2,0
330989267,US,43411758,2011,0,0,1,1,1,0
330990951,US,40953006,2011,1,0,2,1,2,0
330990952,US,42613887,2011,1,1,2,1,1,2
331004145,EP,44624981,2012,1,0,1,1,2,1
331329703,EP,35079222,2011,1,0,2,1,2,1
331361155,US,41721228,2011,1,0,2,1,2,0
331361602,US,43496816,2011,1,0,1,1,1,0
331362965,US,43497461,2011,1,0,1,1,1,0
331362979,US,41412291,2011,1,0,2,1,2,0
331377663,US,43496601,2011,2,0,1,1,1,0
331499568,EP,41716934,2012,1,0,1,1,2,1
331519125,US,42309639,2011,1,0,2,1,1,0
331519127,US,41198682,2011,1,0,2,1,2,0
331519128,US,41198808,2011,0,0,1,1,2,0
331519427,US,42970194,2011,1,1,2,1,2,0
331546290,EP,41716942,2012,1,0,1,1,2,1
331627496,US,41416439,2011,1,1,2,1,2,0
331627501,US,41199707,2011,1,0,1,1,1,0
331627502,US,40898448,2011,0,0,1,1,1,0
331629019,US,43534956,2011,0,0,1,1,1,0
331629020,US,43534957,2011,0,0,1,1,1,0
331630765,US,40352370,2011,0,0,2,1,2,0
331674672,EP,43534248,2012,1,0,2,1,2,1
332059906,US,42990126,2011,1,0,2,1,2,0
332059908,US,40936293,2011,1,0,2,1,2,0
332071229,US,43588695,2011,0,0,1,1,1,0
332071231,US,43588696,2011,0,0,1,1,1,0
332071233,US,40901314,2011,0,0,2,1,2,0
332072874,US,34957948,2011,1,1,2,1,2,5
332072875,US,38935921,2011,1,0,2,1,2,0
332072953,US,40504459,2011,1,0,1,2,2,0
332283329,US,43386192,2011,1,1,2,1,2,0
332283330,US,41091022,2011,1,1,2,1,2,0
332285149,US,43302378,2011,0,0,2,1,1,0
332285151,US,42542714,2011,0,0,2,1,2,0
332287076,US,40591372,2011,1,0,2,1,2,0
332287077,US,43605994,2011,1,0,1,1,1,0
332394341,US,43027651,2011,1,1,2,2,1,1
332394342,US,42830750,2011,1,0,2,1,2,0
332394345,US,42059741,2011,1,1,2,2,2,3
332394346,US,34737118,2011,1,1,1,2,3,0
332394347,US,40298698,2011,1,0,2,1,2,0
332394360,US,40718543,2011,1,1,2,1,2,2
332431653,EP,43627775,2012,1,0,1,1,1,1
332590894,US,38517025,2011,1,1,2,2,3,11
332590896,US,41064784,2011,0,0,2,1,2,0
332592380,US,43647916,2011,0,1,1,1,1,0
332599211,US,43597049,2011,1,0,2,1,2,0
332859159,US,42987695,2011,1,1,2,2,1,2
332947028,US,43755971,2011,1,0,1,1,1,0
332947033,US,43755974,2011,0,0,1,1,1,2
332948527,US,43756766,2011,1,0,1,1,1,0
332986866,US,43756772,2011,1,0,1,1,1,0
333085797,US,43530378,2011,1,1,2,2,1,1
333085798,US,43123516,2011,1,1,2,1,2,0
333085800,US,41056401,2011,1,0,2,1,2,0
333085801,US,43779451,2011,0,0,2,1,1,0
333087772,US,42984058,2011,0,0,2,1,1,2
333089376,US,43297394,2011,1,0,2,1,2,0
333243070,US,42040440,2011,0,0,2,1,2,0
333244284,US,33441310,2011,0,0,2,1,3,0
333369221,US,43854229,2011,1,1,2,1,2,1
333556984,US,39313563,2011,1,0,2,1,2,0
333556986,US,42106341,2011,1,1,2,1,2,0
333558593,US,43876520,2011,0,0,2,1,1,0
333591593,US,41412308,2011,1,1,2,1,2,0
333593245,US,43898588,2011,0,0,1,1,1,0
333863830,US,42309913,2011,1,0,2,1,2,0
333866079,US,43385733,2011,1,0,2,1,1,0
333879416,US,43928279,2011,1,1,2,1,1,0
333943027,EP,42032723,2011,1,0,2,1,2,0
334025806,US,40801603,2011,1,0,2,1,2,0
334025807,US,43778525,2011,1,0,2,1,2,0
334071737,US,40795199,2011,1,0,2,1,2,0
334086162,EP,43991677,2012,1,0,1,1,1,1
334160317,US,40387899,2011,1,1,2,2,2,8
334160326,US,40874086,2011,0,0,2,1,2,0
334161999,US,43503075,2011,1,0,1,1,1,0
334163891,US,40090342,2011,1,0,2,1,2,0
334163981,US,44011948,2011,1,1,2,1,1,2
334314228,US,43356786,2011,0,0,1,1,1,0
334315952,US,37310392,2011,1,0,2,1,2,0
334315953,US,42197712,2011,0,0,2,1,2,0
334315960,US,42138767,2011,0,0,2,1,2,0
334315966,US,43501157,2011,1,1,2,2,1,0
334317975,US,43992121,2011,1,1,2,2,2,27
334390482,US,42128630,2011,1,0,2,1,2,0
334442348,EP,44065883,2012,1,0,1,1,1,1
334495608,US,43598138,2011,1,1,2,2,1,0
334495609,US,43736218,2011,0,0,2,1,1,0
334495612,US,44081267,2011,1,1,2,2,1,0
334497580,US,44081269,2011,0,0,1,1,1,0
334497602,US,43708926,2011,1,1,2,1,1,0
334497607,US,43795199,2011,1,0,2,1,2,0
334497608,US,40130335,2011,0,0,1,1,1,0
334497611,US,44082210,2011,0,0,2,1,1,0
334497615,US,43615292,2011,1,1,2,2,1,0
334499569,US,43608629,2011,1,1,2,1,2,2
334499659,US,43902831,2011,1,1,2,1,1,2
334681872,US,44141427,2011,1,0,2,1,2,0
334683332,US,44142068,2011,1,1,2,2,1,1
334683333,US,44142069,2011,1,1,1,2,2,0
334683335,US,44142071,2011,0,0,1,1,2,0
334683337,US,44142073,2011,0,0,1,1,1,0
334683338,US,44142074,2011,1,1,1,2,2,1
334683339,US,44142075,2011,1,1,2,2,1,11
334683340,US,44142076,2011,1,1,2,1,1,1
334683341,US,44142077,2011,1,1,2,1,1,0
334683343,US,41381988,2011,1,0,1,1,1,0
334683349,US,44142081,2011,1,1,2,1,1,0
334683352,US,44142084,2011,1,1,2,1,1,0
334685491,US,44143104,2011,1,1,2,2,2,0
334685514,US,44143113,2011,0,0,2,1,2,0
334685516,US,44143115,2011,1,1,2,1,1,0
334685517,US,44143116,2011,1,1,1,1,2,0
334685518,US,44143117,2011,1,1,1,1,1,0
334685521,US,44143120,2011,1,1,1,1,2,0
334685523,US,42333436,2011,0,0,2,1,2,0
334685527,US,41318448,2011,1,0,2,1,2,0
334685528,US,44143122,2011,1,0,1,1,2,0
334685531,US,44143124,2011,0,0,2,1,1,0
334685535,US,44143128,2011,1,1,1,1,2,0
334685537,US,42355728,2011,1,0,2,1,2,0
334685539,US,44143131,2011,1,1,1,1,2,0
334685544,US,41566520,2011,0,0,2,1,2,0
334685561,US,44143144,2011,1,1,2,1,1,0
334687641,US,44143814,2011,0,0,2,1,1,0
334687642,US,44143815,2011,1,1,2,3,2,0
334822235,US,40715459,2011,1,0,2,1,2,0
334822236,US,43446815,2011,1,0,1,1,1,1
334824744,US,44140840,2011,0,0,2,1,2,0
334824745,US,42244700,2011,1,1,2,1,2,0
334824746,US,41319049,2011,0,0,2,2,2,0
334824751,US,44151371,2011,1,1,1,1,1,0
334827136,US,39760880,2011,1,0,2,1,2,0
334827140,US,43836825,2011,0,0,2,1,1,0
334827141,US,42260319,2011,0,0,2,1,2,0
335177476,US,41668785,2011,0,0,2,1,2,0
335177492,US,39852174,2011,0,0,2,1,2,0
335179875,US,43927675,2011,1,0,2,1,2,0
335179876,US,44187794,2011,0,0,1,1,1,0
335349599,US,44224261,2011,1,1,2,1,2,3
335351015,US,43618115,2011,1,0,2,2,1,0
335576372,US,44257962,2011,1,1,1,2,1,0
335578093,US,42461443,2011,1,0,2,1,2,0
335720960,US,41399289,2011,1,0,2,1,2,0
335720962,US,41136950,2011,1,1,2,1,2,7
335720963,US,40578113,2011,1,0,2,2,2,0
335720964,US,42073949,2011,1,0,2,1,2,0
335724338,US,41009904,2011,1,0,2,1,1,0
335867349,US,41051107,2011,0,0,2,1,2,0
335869005,US,41466370,2011,1,0,2,2,2,0
335869025,US,43603043,2011,1,0,2,1,2,0
335869028,US,42073164,2011,1,0,2,1,1,0
336006064,US,41227060,2011,0,0,1,1,1,0
336006761,US,42935828,2011,1,0,2,1,2,0
336006762,US,44340938,2011,1,1,2,1,2,1
336006764,US,42309940,2011,1,0,2,1,2,0
336006765,US,42316549,2011,1,0,2,1,2,0
336008615,US,44341841,2011,0,0,1,1,1,0
336131542,US,44353095,2011,1,1,2,2,2,0
336225916,US,41664021,2011,1,0,2,1,2,0
336389418,US,42120010,2011,0,0,1,2,1,0
336477349,US,44475866,2011,1,1,2,1,2,4
336477350,US,44475867,2011,0,0,1,1,1,0
336477351,US,44475868,2011,1,0,2,1,2,0
336479195,US,44476629,2011,0,0,2,1,1,0
336497541,US,39708012,2011,1,1,2,1,2,2
336497544,US,40795198,2011,1,0,2,1,2,5
336621811,US,42073700,2011,0,0,2,1,2,0
336623188,US,44505361,2011,1,1,2,1,1,0
336623194,US,44505366,2011,0,0,1,1,1,0
336732860,US,44366927,2011,1,1,2,1,2,0
336732861,US,43797857,2011,1,0,2,1,2,0
336732866,US,44530664,2011,0,0,1,1,1,0
336822668,US,44544081,2011,1,0,1,1,1,0
336887023,US,40607009,2011,0,0,2,1,2,0
