appln_id,appln_auth,docdb_family_id,YR_PUB,SQ_APLS,CA_GRANT,REGION,SQ_SCOPE,LN_FAMSIZE,CA_NPL
336888810,US,44560162,2011,0,0,2,1,1,0
336888821,US,44560164,2011,0,0,2,1,1,0
337105592,US,41669380,2011,1,0,2,1,2,0
337107512,US,44647405,2011,1,0,1,1,1,0
337107536,US,42083879,2011,0,0,2,1,2,0
337448057,US,44708737,2011,1,0,1,1,1,0
337450399,US,42341746,2011,1,1,2,1,2,0
337450409,US,42225458,2011,1,0,2,1,2,0
337691571,US,42234709,2011,1,0,2,1,2,0
337691754,US,39431463,2011,1,1,2,1,2,0
337885303,US,44777598,2011,1,0,1,1,1,0
337885464,US,43355993,2011,1,0,2,1,2,0
337891047,US,42316653,2011,1,0,1,1,2,0
337891052,US,44063760,2011,1,0,2,1,1,0
338128284,US,40790464,2011,0,0,2,1,2,0
338449391,US,44303565,2011,1,1,2,1,2,1
338449402,US,44304866,2011,0,0,2,2,2,0
338451115,US,44117631,2011,0,0,2,2,1,0
338451128,US,44522480,2011,0,0,2,1,1,0
338451130,US,44858388,2011,1,1,2,1,1,1
338783016,US,43010048,2011,0,0,1,1,2,0
338957918,US,42083880,2011,0,0,2,1,2,0
339186568,US,42119742,2011,1,0,2,1,1,0
339186569,US,42396102,2011,0,0,2,1,2,0
339188253,US,39597613,2011,0,0,2,1,2,0
339190059,US,42316511,2011,0,0,2,1,2,0
339402454,US,42633548,2011,1,1,2,1,2,2
339402455,US,40847880,2011,0,0,2,1,2,0
339402889,US,33547553,2011,0,0,2,1,1,0
339404442,US,45022290,2011,1,1,1,1,2,2
339404443,US,45003479,2011,1,1,1,1,2,2
339404446,US,44065541,2011,1,0,2,1,1,0
339404450,US,44366931,2011,1,1,2,1,2,1
339406425,US,43607257,2011,1,0,2,2,2,0
339618689,US,44366930,2011,1,0,2,1,2,0
339620428,US,42338723,2011,1,0,2,2,2,0
339768149,US,38219481,2011,1,1,2,2,2,0
339811896,US,44482612,2011,1,1,2,1,2,4
339813305,US,42269147,2011,0,0,2,1,2,0
340152758,US,44355105,2011,1,0,2,1,2,0
340152759,US,42198572,2011,0,0,2,1,1,0
340152939,US,44798101,2011,1,1,2,1,2,2
340154488,US,42710056,2011,0,0,2,1,2,0
340289224,US,40352563,2011,1,0,2,1,2,0
340289233,US,44520504,2011,1,1,2,1,2,1
340291092,US,44652096,2011,1,0,2,1,1,0
340291107,US,42077869,2011,1,0,2,1,2,0
340484459,US,44366926,2012,1,0,2,1,2,1
340650622,US,42237420,2012,0,0,2,1,2,0
340652281,US,41566767,2012,1,0,2,1,2,0
340924030,US,42562035,2012,1,0,1,1,2,0
340924031,US,41080785,2012,0,0,1,1,1,0
340924032,US,40639967,2012,1,0,2,1,2,0
341003607,EP,37481438,2012,1,0,2,1,2,1
341091935,US,42243684,2012,0,0,2,1,2,0
341249208,US,42982246,2012,1,0,2,1,2,1
341418547,US,42220847,2012,1,0,2,1,2,0
341418549,US,42779530,2012,1,0,2,1,2,0
341418731,US,42663870,2012,1,0,2,1,2,0
341421813,US,42781597,2012,0,0,2,1,2,0
341550845,US,42633442,2012,0,0,2,1,1,0
341550846,US,42741564,2012,0,0,2,1,2,0
341550847,US,42647364,2012,0,0,2,1,2,0
341715286,US,43028578,2012,1,0,2,1,2,0
341715289,US,41327653,2012,1,0,2,1,2,0
341716829,US,42562380,2012,1,0,2,1,2,0
341996100,US,42119755,2012,0,0,2,1,2,0
342103875,US,41008932,2012,0,0,2,1,2,0
342107323,US,41134545,2012,1,0,2,1,2,0
351966144,US,43032611,2012,1,0,2,1,2,0
352141097,US,41631967,2012,1,0,2,1,2,0
352142295,US,42238705,2012,0,0,2,1,1,0
352142301,US,41020847,2012,0,0,2,1,2,0
352142304,US,43222813,2012,1,0,2,1,2,0
352144212,US,42993679,2012,1,0,2,1,2,0
352146193,US,43125771,2012,0,0,2,1,2,0
352220608,EP,35727139,2012,1,0,2,1,2,2
352306847,US,40792049,2012,1,0,2,1,2,0
352308643,US,41401822,2012,1,0,2,1,2,0
352596984,US,42831082,2012,1,0,2,2,2,0
352771241,US,42260376,2012,1,0,1,1,2,0
352940889,US,40548247,2012,1,0,2,2,2,0
353120238,US,40639923,2012,1,0,2,1,2,0
353319655,US,42932245,2012,0,0,2,1,2,0
353319657,US,40774967,2012,1,0,2,1,2,0
353322971,US,42102376,2012,1,0,2,1,2,0
353467224,US,42320324,2012,0,0,2,1,2,0
353621417,US,44318287,2012,1,0,2,1,2,0
353624618,US,43499617,2012,1,0,1,1,1,0
363589568,US,43448163,2012,1,0,2,1,2,0
363591466,US,41667475,2012,1,0,2,2,2,0
363734065,US,42166017,2012,0,0,2,1,2,0
363735780,US,42670647,2012,1,0,1,1,1,0
363738056,US,43627428,2012,1,0,2,1,1,0
363978171,EP,38170014,2012,1,0,2,1,2,4
363983050,US,43410512,2012,1,0,2,1,2,0
363983056,US,43495159,2012,1,0,2,2,2,0
363984686,US,40637575,2012,1,0,2,1,2,0
363984715,US,41664598,2012,1,0,2,1,2,0
364113502,US,42728864,2012,0,0,2,1,2,0
364115227,US,39401353,2012,0,0,1,1,2,0
364115234,US,43448268,2012,1,0,2,1,2,0
364115235,US,43304664,2012,1,0,2,1,2,0
364119450,US,43302908,2012,1,0,2,1,1,0
364398047,EP,37571844,2012,1,0,2,1,2,2
364436885,US,44597066,2012,1,1,1,1,2,1
364666656,US,39930325,2012,1,0,2,1,2,0
364666658,US,41600742,2012,0,0,2,1,2,0
364715508,US,41129733,2012,1,0,2,1,2,0
364828181,US,43217718,2012,0,0,2,1,2,0
364828182,US,43217949,2012,1,0,2,1,2,0
365037468,US,43734403,2012,1,0,2,1,2,0
365199818,US,43126566,2012,0,0,2,1,2,0
365391023,US,43382370,2012,1,0,2,1,2,0
365628996,US,43525114,2012,1,0,2,1,2,0
365749787,US,43880324,2012,0,0,2,1,2,0
365749788,US,42614281,2012,0,0,2,1,2,0
365751457,US,43428648,2012,1,0,2,2,2,0
365751478,US,43827370,2012,1,0,1,1,1,0
365869477,US,42562976,2012,1,0,2,1,2,0
374797891,US,43796282,2012,0,0,2,1,1,0
374797967,US,43586700,2012,0,0,2,1,1,0
374799552,US,43992142,2012,1,0,2,1,2,0
374799555,US,43628472,2012,0,0,2,1,2,0
374835990,EP,37481288,2012,1,0,2,1,2,0
374979972,US,43843077,2012,1,0,2,1,2,0
374981403,US,43992133,2012,1,0,2,1,1,0
375205119,US,41460120,2012,1,0,2,1,2,0
375296450,US,42941953,2012,1,0,2,1,2,0
375634458,US,43243047,2012,1,0,2,1,2,0
375830763,US,44196243,2012,1,0,2,1,2,0
375844074,US,33435055,2012,1,1,2,1,2,9
375980869,US,44167744,2012,0,0,2,1,2,0
376348168,US,43969832,2012,1,0,2,1,2,0
376512312,US,41572690,2012,1,0,2,1,2,0
376646346,US,42105645,2012,1,0,2,1,2,0
378328412,US,44066979,2012,1,0,2,1,2,0
379855045,US,43758659,2013,1,0,2,1,2,0
